user_id,username,temporal_sequence_count,strongest_sequence_strength,temporal_evidence_count,temporal_confidence,temporal_signal_present
EMP11702,hemang.bakshi78,0,0.0,0,0.0,False
EMP12490,laban.sridhar64,0,0.0,0,0.0,False
EMP11662,aishani.dugal36,0,0.0,0,0.0,False
EMP10144,yashica_rao48,0,0.0,0,0.0,False
EMP12090,vasatika.saha98,0,0.0,0,0.0,False
EMP11292,harsh.sem7,0,0.0,0,0.0,False
EMP12155,ekansh.soni57,0,0.0,0,0.0,False
EMP10416,arunima.tata4,0,0.0,0,0.0,False
EMP10929,aarini.bora51,0,0.0,0,0.0,False
EMP12022,Unknown,0,0.0,0,0.0,False
EMP10170,nathaniel_prakash13,0,0.0,0,0.0,False
EMP11125,indali.aggarwal48,0,0.0,0,0.0,False
EMP10567,upadhriti.krishnan99,0,0.0,0,0.0,False
EMP11590,mahika.som71,0,0.0,0,0.0,False
EMP12673,victor.nagar6,0,0.0,0,0.0,False
EMP10134,sai.bedi96,0,0.0,0,0.0,False
EMP11717,jatin.saha63,0,0.0,0,0.0,False
EMP10642,umang.dhaliwal49,0,0.0,0,0.0,False
EMP11689,vaishnavi.kant81,0,0.0,0,0.0,False
EMP12745,prisha.sarkar30,1,75.0,2,0.73,True
EMP10554,shaurya.talwar44,0,0.0,0,0.0,False
EMP12174,onveer.bansal17,1,100.0,2,0.88,True
EMP11538,jai.chanda34,0,0.0,0,0.0,False
EMP10999,yoshita.raval66,0,0.0,0,0.0,False
EMP10291,upasna_krishnamurthy12,4,75.0,8,0.73,True
EMP11338,vansha_virk36,0,0.0,0,0.0,False
EMP12247,tanish.dasgupta22,0,0.0,0,0.0,False
EMP10781,Unknown,1,75.0,2,0.73,True
EMP10443,tejas.raghavan27,0,0.0,0,0.0,False
EMP12601,dominic.bawa78,0,0.0,0,0.0,False
EMP12149,teerth.chowdhury93,0,0.0,0,0.0,False
EMP10449,jagvi.sengupta38,0,0.0,0,0.0,False
EMP11029,Unknown,0,0.0,0,0.0,False
EMP11992,raksha.saini25,0,0.0,0,0.0,False
EMP12403,andrew.vasa6,0,0.0,0,0.0,False
EMP12750,darika.parekh27,1,100.0,2,0.88,True
EMP10000,vrinda.dua82,0,0.0,0,0.0,False
EMP11048,quincy.lata26,0,0.0,0,0.0,False
EMP10270,upkaar.doshi48,0,0.0,0,0.0,False
EMP10736,jackson.cherian13,0,0.0,0,0.0,False
EMP10298,aradhana.yogi41,6,75.0,12,0.73,True
EMP10032,lila.nadkarni27,0,0.0,0,0.0,False
EMP12498,lekha.kapoor10,0,0.0,0,0.0,False
EMP10014,ridhi.saini2,4,75.0,8,0.73,True
EMP10093,pahal.roy74,0,0.0,0,0.0,False
EMP10411,shivani.pillay89,0,0.0,0,0.0,False
EMP11159,adya.shetty2,0,0.0,0,0.0,False
EMP12362,kamala.nazareth82,0,0.0,0,0.0,False
EMP12819,chakradhar.nagi26,0,0.0,0,0.0,False
EMP10149,girik.bhatia28,0,0.0,0,0.0,False
EMP11600,gagan.mitter67,2,75.0,4,0.73,True
EMP11044,mugdha.khare82,0,0.0,0,0.0,False
EMP12153,abdul.deep62,0,0.0,0,0.0,False
EMP10495,tanmayi.thaman1,0,0.0,0,0.0,False
EMP10332,Unknown,0,0.0,0,0.0,False
EMP12788,utkarsh.vora38,0,0.0,0,0.0,False
EMP12066,david.sampath85,1,75.0,2,0.73,True
EMP11874,dayita.rout5,0,0.0,0,0.0,False
EMP10756,mugdha.shah75,0,0.0,0,0.0,False
EMP10798,udarsh.korpal53,0,0.0,0,0.0,False
EMP12274,praneel.sastry13,0,0.0,0,0.0,False
EMP10203,samaksh.subramanian60,3,75.0,6,0.73,True
EMP10463,isha.padmanabhan86,0,0.0,0,0.0,False
EMP12851,kamala.raman22,1,75.0,2,0.73,True
EMP12749,darika.mandal6,0,0.0,0,0.0,False
EMP11583,hemang.bansal35,3,75.0,6,0.73,True
EMP10555,vrishti.lala52,0,0.0,0,0.0,False
EMP10174,ridhi.iyer25,0,0.0,0,0.0,False
EMP10289,jonathan.narayanan92,3,75.0,6,0.73,True
EMP10120,lakshit.mand42,0,0.0,0,0.0,False
EMP12839,lipika.parsa25,0,0.0,0,0.0,False
EMP10847,vidhi.krishna41,0,0.0,0,0.0,False
EMP12699,edhitha.balasubramanian33,0,0.0,0,0.0,False
EMP10432,omya.gole7,1,100.0,2,0.88,True
EMP12969,ekanta.deshmukh53,0,0.0,0,0.0,False
EMP11317,ganga.goswami90,0,0.0,0,0.0,False
EMP11200,xiti.sem41,0,0.0,0,0.0,False
EMP10393,aarini.deep10,2,75.0,4,0.73,True
EMP12031,Unknown,0,0.0,0,0.0,False
EMP11800,farhan.sastry34,0,0.0,0,0.0,False
EMP11721,frederick.vasa15,0,0.0,0,0.0,False
EMP10192,ridhi.bala57,0,0.0,0,0.0,False
EMP10266,abhimanyu.gade25,0,0.0,0,0.0,False
EMP12692,dalaja.sura56,0,0.0,0,0.0,False
EMP10805,udarsh.kannan13,0,0.0,0,0.0,False
EMP10331,janaki.hegde46,0,0.0,0,0.0,False
EMP10528,Unknown,0,0.0,0,0.0,False
EMP11225,tanay.viswanathan59,0,0.0,0,0.0,False
EMP10801,ansh.brahmbhatt77,0,0.0,0,0.0,False
EMP11089,Unknown,0,0.0,0,0.0,False
EMP10764,rachana.madan60,0,0.0,0,0.0,False
EMP10218,jagat_dasgupta98,0,0.0,0,0.0,False
EMP10479,ayushman.nagy50,0,0.0,0,0.0,False
EMP10790,janani.barad1,0,0.0,0,0.0,False
EMP10478,aachal.mani50,1,100.0,2,0.88,True
EMP12645,hemani.bhagat18,0,0.0,0,0.0,False
EMP10727,kabir.sampath9,4,100.0,8,0.88,True
EMP10581,nidra.agate60,0,0.0,0,0.0,False
EMP11157,jyoti.brar52,0,0.0,0,0.0,False
EMP12547,hemani.oza5,0,0.0,0,0.0,False
EMP11688,pranav.master58,0,0.0,0,0.0,False
EMP12633,aishani.sem75,0,0.0,0,0.0,False
EMP10045,kiaan.sen15,0,0.0,0,0.0,False
EMP12849,eiravati.agrawal54,0,0.0,0,0.0,False
EMP10240,jalsa.bhatti59,0,0.0,0,0.0,False
EMP10251,aarini.memon10,5,100.0,10,0.88,True
EMP10990,dalbir.reddy82,0,0.0,0,0.0,False
EMP10457,darsh.sura85,0,0.0,0,0.0,False
EMP11272,umang.loke95,1,100.0,2,0.88,True
EMP10676,yauvani_mannan99,0,0.0,0,0.0,False
EMP11814,dipta_agate15,1,100.0,2,0.88,True
EMP11533,abdul_mitra65,0,0.0,0,0.0,False
EMP12356,vasatika.dhar45,0,0.0,0,0.0,False
EMP11084,yadavi.pandit87,0,0.0,0,0.0,False
EMP11511,sudiksha.raman15,0,0.0,0,0.0,False
EMP12404,ekiya.chakraborty63,0,0.0,0,0.0,False
EMP10257,frederick.kaur54,0,0.0,0,0.0,False
EMP12272,ekta.lal33,0,0.0,0,0.0,False
EMP10368,turvi.sarkar90,0,0.0,0,0.0,False
EMP12050,aditya.nayar99,0,0.0,0,0.0,False
EMP12973,manya_chakrabarti30,0,0.0,0,0.0,False
EMP12844,omaja.mangat18,0,0.0,0,0.0,False
EMP10354,nidra.mall33,0,0.0,0,0.0,False
EMP11299,ojasvi_vohra60,0,0.0,0,0.0,False
EMP11864,isaac.bir96,0,0.0,0,0.0,False
EMP12219,dalaja.lata76,0,0.0,0,0.0,False
EMP11196,odika.rajagopal41,0,0.0,0,0.0,False
EMP11830,atharv.peri95,0,0.0,0,0.0,False
EMP12202,upma.kohli12,0,0.0,0,0.0,False
EMP11302,Unknown,0,0.0,0,0.0,False
EMP10682,dhruv.sami40,0,0.0,0,0.0,False
EMP11381,jairaj_acharya41,1,100.0,2,0.88,True
EMP10507,dipta.narayan36,0,0.0,0,0.0,False
EMP10211,krishna_seth41,0,0.0,0,0.0,False
EMP11454,meera.kaur84,0,0.0,0,0.0,False
EMP10819,oni.wable49,0,0.0,0,0.0,False
EMP11650,charita.rattan19,0,0.0,0,0.0,False
EMP12909,varsha_swamy83,0,0.0,0,0.0,False
EMP10582,charan.deshmukh24,0,0.0,0,0.0,False
EMP10175,benjamin.rau26,0,0.0,0,0.0,False
EMP11712,vasatika.kunda70,1,75.0,2,0.73,True
EMP10430,dhruv.bose40,0,0.0,0,0.0,False
EMP11507,owen.badal65,1,100.0,2,0.88,True
EMP10744,dayamai.din39,0,0.0,0,0.0,False
EMP11362,meghana.jaggi6,0,0.0,0,0.0,False
EMP11097,nirja.jani16,0,0.0,0,0.0,False
EMP10506,ekanta.ravel60,0,0.0,0,0.0,False
EMP10945,sachi.shetty87,0,0.0,0,0.0,False
EMP11135,nandini.pai30,0,0.0,0,0.0,False
EMP11023,aashi.raju60,0,0.0,0,0.0,False
EMP10196,omaja.soman68,0,0.0,0,0.0,False
EMP12512,Unknown,0,0.0,0,0.0,False
EMP10088,hema.yadav5,0,0.0,0,0.0,False
EMP11047,riya.trivedi40,0,0.0,0,0.0,False
EMP12878,zayyan.contractor3,0,0.0,0,0.0,False
EMP12025,oliver.devan65,0,0.0,0,0.0,False
EMP12943,jatin.garde4,1,100.0,2,0.88,True
EMP10678,avi.kalla37,0,0.0,0,0.0,False
EMP11034,anamika.gala90,0,0.0,0,0.0,False
EMP10564,rayaan.aggarwal35,0,0.0,0,0.0,False
EMP10343,ayaan.kala66,0,0.0,0,0.0,False
EMP12346,upasna.vig49,0,0.0,0,0.0,False
EMP10025,naveen.johal55,0,0.0,0,0.0,False
EMP10940,Unknown,0,0.0,0,0.0,False
EMP11859,aachal.sarraf5,0,0.0,0,0.0,False
EMP12892,nirja.bhakta26,0,0.0,0,0.0,False
EMP12795,zehaan.naik32,0,0.0,0,0.0,False
EMP11488,gaurangi.viswanathan21,0,0.0,0,0.0,False
EMP11525,yamini.cherian93,0,0.0,0,0.0,False
EMP12422,madhav.grover92,1,75.0,2,0.73,True
EMP12574,vanya.rana13,0,0.0,0,0.0,False
EMP10650,darika.sha73,0,0.0,0,0.0,False
EMP10867,nathan.madan77,0,0.0,0,0.0,False
EMP11350,utkarsh.nadig92,0,0.0,0,0.0,False
EMP10067,wyatt.bora78,0,0.0,0,0.0,False
EMP12249,hemal.naik73,0,0.0,0,0.0,False
EMP10621,bhanumati_ratta30,0,0.0,0,0.0,False
EMP10651,pranit.srinivas94,0,0.0,0,0.0,False
EMP12195,balendra.jha12,0,0.0,0,0.0,False
EMP10602,sai_goda99,0,0.0,0,0.0,False
EMP12911,charan.dhawan17,0,0.0,0,0.0,False
EMP10423,bahadurjit.dyal80,0,0.0,0,0.0,False
EMP12171,bishakha.bajaj79,0,0.0,0,0.0,False
EMP12805,anamika.hayer81,0,0.0,0,0.0,False
EMP11910,jonathan.lalla10,0,0.0,0,0.0,False
EMP12861,lakshmi.gill13,0,0.0,0,0.0,False
EMP11113,rachana.jani60,0,0.0,0,0.0,False
EMP11477,odika.mann97,0,0.0,0,0.0,False
EMP11553,zaid_chad19,0,0.0,0,0.0,False
EMP10124,sathvik.kadakia72,0,0.0,0,0.0,False
EMP12541,saumya.contractor14,0,0.0,0,0.0,False
EMP12903,farhan.pathak41,0,0.0,0,0.0,False
EMP11866,leena.sankaran10,0,0.0,0,0.0,False
EMP11872,janani.narula52,0,0.0,0,0.0,False
EMP10532,jack.mallick72,1,75.0,2,0.73,True
EMP12009,gautam.bala88,0,0.0,0,0.0,False
EMP11057,turvi.devan14,0,0.0,0,0.0,False
EMP12907,ekani.kalita20,0,0.0,0,0.0,False
EMP11690,madhav.handa28,0,0.0,0,0.0,False
EMP11487,manya.sridhar12,0,0.0,0,0.0,False
EMP10557,watika.sami2,0,0.0,0,0.0,False
EMP12561,oviya.pradhan73,1,75.0,2,0.73,True
EMP11173,Unknown,0,0.0,0,0.0,False
EMP10176,lajita.choudhury92,0,0.0,0,0.0,False
EMP10322,bakhshi.dora47,10,100.0,20,0.88,True
EMP11188,pranav.dara5,0,0.0,0,0.0,False
EMP11461,Unknown,0,0.0,0,0.0,False
EMP12478,tanay.khosla86,0,0.0,0,0.0,False
EMP11545,hritik.shan95,0,0.0,0,0.0,False
EMP10695,charita_dhingra41,1,75.0,2,0.73,True
EMP11628,gautami.chaudhry69,0,0.0,0,0.0,False
EMP10080,ubika.anne68,0,0.0,0,0.0,False
EMP12525,oeshi.gara54,0,0.0,0,0.0,False
EMP11149,ekaraj.kaur18,0,0.0,0,0.0,False
EMP11151,aadhya.saini38,0,0.0,0,0.0,False
EMP10862,gauri.nagi49,1,75.0,2,0.73,True
EMP11260,alexander.gaba61,0,0.0,0,0.0,False
EMP10439,william.sankaran18,0,0.0,0,0.0,False
EMP10471,ekaraj_sharaf36,0,0.0,0,0.0,False
EMP12230,chakradev.loyal14,0,0.0,0,0.0,False
EMP12011,wishi.ganesh63,0,0.0,0,0.0,False
EMP11706,jyoti.saraf98,0,0.0,0,0.0,False
EMP10812,advika.mani57,0,0.0,0,0.0,False
EMP11234,gaurika.chopra35,0,0.0,0,0.0,False
EMP12246,unni.hayer3,0,0.0,0,0.0,False
EMP10568,mekhala.nadig40,0,0.0,0,0.0,False
EMP12425,jeet.rajagopalan64,5,100.0,10,0.88,True
EMP11653,balhaar.bhakta94,0,0.0,0,0.0,False
EMP10141,Unknown,0,0.0,0,0.0,False
EMP10511,samaksh.dutt66,0,0.0,0,0.0,False
EMP11612,aarush.vasa18,0,0.0,0,0.0,False
EMP12605,tripti.chander54,0,0.0,0,0.0,False
EMP11809,girish.atwal74,0,0.0,0,0.0,False
EMP12866,abhiram.bahri83,0,0.0,0,0.0,False
EMP11684,timothy.gopal8,0,0.0,0,0.0,False
EMP10610,ojasvi.gour94,0,0.0,0,0.0,False
EMP12810,garima.kant8,2,75.0,4,0.73,True
EMP11966,varsha.bhakta93,0,0.0,0,0.0,False
EMP10831,nilima.bahri98,0,0.0,0,0.0,False
EMP10177,jason.rege12,1,75.0,2,0.73,True
EMP10857,manbir_subramaniam95,0,0.0,0,0.0,False
EMP10693,wriddhish.babu12,1,100.0,2,0.88,True
EMP11736,vanya.desai85,0,0.0,0,0.0,False
EMP11072,yashoda.kannan15,0,0.0,0,0.0,False
EMP11278,niharika.lad59,0,0.0,0,0.0,False
EMP11503,turvi.pillay41,0,0.0,0,0.0,False
EMP10183,arjun.dara86,0,0.0,0,0.0,False
EMP11468,neelima_varty56,0,0.0,0,0.0,False
EMP12227,sanaya.korpal34,0,0.0,0,0.0,False
EMP12727,unni.borra40,0,0.0,0,0.0,False
EMP10565,vidhi.balan53,0,0.0,0,0.0,False
EMP12901,advay.jayaraman98,4,90.0,9,0.77,True
EMP12340,gautami.contractor31,0,0.0,0,0.0,False
EMP11985,yochana.shere98,0,0.0,0,0.0,False
EMP11829,azad.dewan44,0,0.0,0,0.0,False
EMP12850,jatin.nigam57,0,0.0,0,0.0,False
EMP10486,thomas.kaul29,1,75.0,2,0.73,True
EMP12940,aryan.prabhu29,0,0.0,0,0.0,False
EMP11204,karan.zachariah68,0,0.0,0,0.0,False
EMP10370,tejas.dhaliwal72,0,0.0,0,0.0,False
EMP10162,jason.dayal95,1,100.0,2,0.88,True
EMP12646,lavanya.grover78,0,0.0,0,0.0,False
EMP12650,hemal.sarin58,0,0.0,0,0.0,False
EMP12931,janya.bora79,0,0.0,0,0.0,False
EMP11911,joshua.ahluwalia5,0,0.0,0,0.0,False
EMP10729,inaya.chaudhuri44,0,0.0,0,0.0,False
EMP10969,urvashi.upadhyay40,0,0.0,0,0.0,False
EMP10670,Unknown,0,0.0,0,0.0,False
EMP10887,ekapad.agarwal62,0,0.0,0,0.0,False
EMP10030,karan.hari9,0,0.0,0,0.0,False
EMP11055,urmi.sunder11,0,0.0,0,0.0,False
EMP12079,upasna.choudhary60,0,0.0,0,0.0,False
EMP11591,dalaja.tak30,0,0.0,0,0.0,False
EMP10173,dalbir.sem96,0,0.0,0,0.0,False
EMP11962,abhimanyu.krishnamurthy64,0,0.0,0,0.0,False
EMP10296,osha.kapur39,7,90.0,15,0.77,True
EMP10325,liam.tandon27,0,0.0,0,0.0,False
EMP11236,jagdish.chaudhry92,0,0.0,0,0.0,False
EMP11988,hemal.gokhale89,0,0.0,0,0.0,False
EMP11738,yamini.bala47,0,0.0,0,0.0,False
EMP12759,ekanta.gola20,0,0.0,0,0.0,False
EMP11472,anamika_singh82,0,0.0,0,0.0,False
EMP11925,triya.narasimhan75,0,0.0,0,0.0,False
EMP12714,inaya.kapadia64,0,0.0,0,0.0,False
EMP10605,owen.kashyap42,0,0.0,0,0.0,False
EMP11283,ranbir.kalita61,0,0.0,0,0.0,False
EMP12671,victor.kumer39,1,100.0,2,0.88,True
EMP12626,nimrat.rattan2,0,0.0,0,0.0,False
EMP12881,nirja.virk29,0,0.0,0,0.0,False
EMP12669,vyanjana.jayaraman1,0,0.0,0,0.0,False
EMP10073,eta.saini12,0,0.0,0,0.0,False
EMP10048,george_dayal65,0,0.0,0,0.0,False
EMP12258,megha_bal48,0,0.0,0,0.0,False
EMP11916,chandran.batta95,0,0.0,0,0.0,False
EMP11815,yatin.sodhi3,0,0.0,0,0.0,False
EMP10535,vansha.dar1,0,0.0,0,0.0,False
EMP11270,pallavi.prashad61,0,0.0,0,0.0,False
EMP12132,daksha.ratti52,0,0.0,0,0.0,False
EMP11665,oni_goda48,3,75.0,6,0.73,True
EMP11071,faqid.dani64,0,0.0,0,0.0,False
EMP11566,ekani.panchal59,0,0.0,0,0.0,False
EMP12748,nisha.babu33,0,0.0,0,0.0,False
EMP12206,utkarsh.mittal36,1,75.0,2,0.73,True
EMP12780,michael.zacharia55,0,0.0,0,0.0,False
EMP10838,Unknown,0,0.0,0,0.0,False
EMP11094,bimala.narasimhan13,0,0.0,0,0.0,False
EMP11345,lipika.gupta33,0,0.0,0,0.0,False
EMP12304,hiral.sheth32,0,0.0,0,0.0,False
EMP11233,shivansh_karan47,0,0.0,0,0.0,False
EMP12597,oni.dhar38,0,0.0,0,0.0,False
EMP11846,Unknown,0,0.0,0,0.0,False
EMP12829,wridesh_varkey26,0,0.0,0,0.0,False
EMP10324,hemal.menon31,0,0.0,0,0.0,False
EMP10759,rohan.samra17,0,0.0,0,0.0,False
EMP11509,deepa.keer12,0,0.0,0,0.0,False
EMP11731,Unknown,0,0.0,0,0.0,False
EMP12349,chanchal.bobal40,0,0.0,0,0.0,False
EMP11883,falak_handa71,0,0.0,0,0.0,False
EMP10599,anmol.sawhney11,0,0.0,0,0.0,False
EMP12163,ethan.dhillon39,0,0.0,0,0.0,False
EMP10433,nandini.ravel92,0,0.0,0,0.0,False
EMP12379,joshua.dyal71,0,0.0,0,0.0,False
EMP11547,ryan.rau52,7,75.0,14,0.73,True
EMP11744,avi.basak59,0,0.0,0,0.0,False
EMP10239,jatin.chada37,0,0.0,0,0.0,False
EMP10817,geetika.ganesh63,0,0.0,0,0.0,False
EMP12661,deepa.jha15,0,0.0,0,0.0,False
EMP11177,lekha.jhaveri61,0,0.0,0,0.0,False
EMP12963,balendra_rao10,0,0.0,0,0.0,False
EMP11730,wridesh.rajan59,0,0.0,0,0.0,False
EMP12533,qarin.hayer3,0,0.0,0,0.0,False
EMP12225,pavani.memon61,0,0.0,0,0.0,False
EMP12523,lohit.bhasin66,0,0.0,0,0.0,False
EMP11483,mekhala.choudhary37,0,0.0,0,0.0,False
EMP10912,mohammed.devan20,4,100.0,8,0.88,True
EMP12096,bhavini.mutti77,0,0.0,0,0.0,False
EMP11965,damyanti.madan68,0,0.0,0,0.0,False
EMP10926,ishaan.narang92,0,0.0,0,0.0,False
EMP12212,matthew.bath56,0,0.0,0,0.0,False
EMP11421,bina.kar2,0,0.0,0,0.0,False
EMP12579,balveer.nair93,6,75.0,12,0.73,True
EMP10594,gabriel.mistry80,0,0.0,0,0.0,False
EMP10601,urmi.borra25,0,0.0,0,0.0,False
EMP10637,hitesh.shroff73,0,0.0,0,0.0,False
EMP12899,nidhi.dayal3,0,0.0,0,0.0,False
EMP11795,agastya.kala68,0,0.0,0,0.0,False
EMP11010,kiaan.issac82,0,0.0,0,0.0,False
EMP10680,chanchal.srivastava91,0,0.0,0,0.0,False
EMP12431,lohit.raja77,0,0.0,0,0.0,False
EMP11778,viraj.wadhwa36,0,0.0,0,0.0,False
EMP10414,garima.bedi78,0,0.0,0,0.0,False
EMP10874,dominic.shenoy64,0,0.0,0,0.0,False
EMP10527,william.modi62,0,0.0,0,0.0,False
EMP11512,samesh_sangha73,1,75.0,2,0.73,True
EMP12548,nachiket.singh66,0,0.0,0,0.0,False
EMP10108,aahana.samra10,0,0.0,0,0.0,False
EMP11206,guneet.lalla74,0,0.0,0,0.0,False
EMP12414,ishani.bava73,0,0.0,0,0.0,False
EMP12439,zinal.agarwal70,0,0.0,0,0.0,False
EMP11116,sneha.devi66,0,0.0,0,0.0,False
EMP10318,saumya.mody46,0,0.0,0,0.0,False
EMP11951,harsh.dugar36,1,100.0,2,0.88,True
EMP11161,neel.venkataraman70,0,0.0,0,0.0,False
EMP12700,zilmil.sur74,0,0.0,0,0.0,False
EMP11558,neelima.divan52,0,0.0,0,0.0,False
EMP12920,lakshit.yohannan97,0,0.0,0,0.0,False
EMP10402,bhavini.gaba45,0,0.0,0,0.0,False
EMP11502,wyatt.jani93,0,0.0,0,0.0,False
EMP10937,ridhi.kumer20,0,0.0,0,0.0,False
EMP12004,daksha.mangal11,0,0.0,0,0.0,False
EMP11261,krishna.nayar56,0,0.0,0,0.0,False
EMP12722,falak.lanka40,0,0.0,0,0.0,False
EMP12806,rajata.lalla49,0,0.0,0,0.0,False
