entity_id,entity_type,username,department,traceone_risk_score,risk_level,risk_confidence_score,risk_confidence_level,independent_signal_count,multi_signal_multiplier,source_iam_risk_indicator,source_iam_risk_quality,eligibility_status,counter_evidence,primary_hypothesis
EMP12234,USER,tristan.ravi53,Operations,4.22,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11973,USER,edhitha.pathak81,R&D,16.86,LOW,0.9333,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11517,USER,anita.dutt25,Human Resources,11.45,LOW,0.8506,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12976,USER,aayush.koshy48,Sales,25.29,LOW,0.805,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12232,USER,Unknown,Operations,0.0,LOW,0.695,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10178,USER,tanveer.ghose11,Operations,9.48,LOW,0.815,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12030,USER,urishilla.dugar5,Customer Support,72.02,HIGH,1.0,HIGH,2,1.25,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER
EMP12926,USER,ronith.bhatti96,Sales,0.0,LOW,0.52,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10611,USER,Unknown,Procurement,10.96,LOW,0.775,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10679,USER,ira.khanna17,IT Support,1.99,LOW,0.805,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10152,USER,finn.vig49,Support,100.0,CRITICAL,0.9368,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12484,USER,aahana.seth4,Sales,8.43,LOW,0.865,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11025,USER,darsh.patla51,Finance,25.0,LOW,1.0,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10907,USER,sneha.loke46,Finance,14.05,LOW,0.815,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10254,USER,wriddhish_arora70,Finance,12.65,LOW,0.7778,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12416,USER,harish.bhatia99,Legal,0.0,LOW,0.9273,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12332,USER,shravya.mand51,Human Resources,5.17,LOW,0.605,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10346,USER,dipta_oza8,Legal,0.0,LOW,0.8061,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10299,USER,anmol.bhatt26,Procurement,12.65,LOW,0.895,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12045,USER,girik.gaba54,Innovation,2.15,LOW,0.615,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11295,USER,utkarsh.bakshi57,Legal,4.22,LOW,0.7778,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11357,USER,nandini.buch11,Compliance,50.29,MODERATE,0.9692,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11422,USER,rishi.contractor33,Customer Support,1.41,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12482,USER,chakrika.nagar94,Marketing,8.43,LOW,0.815,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10139,USER,isaac.dugar28,Legal,0.0,LOW,0.865,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12603,USER,gautam.dass68,Finance,100.0,CRITICAL,0.925,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP10246,USER,rohan.dash48,Legal,6.74,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10900,USER,lohit.reddy93,Procurement,100.0,CRITICAL,0.9302,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12130,USER,krishna.kata74,Customer Support,1.25,LOW,0.52,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11681,USER,ayushman.varty42,Sales,16.86,LOW,1.0,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12334,USER,bahadurjit.sridhar62,Sales,0.0,LOW,0.7383,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10889,USER,chanchal.tank46,Marketing,0.0,LOW,0.775,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11268,USER,krishna.babu43,Innovation,7.61,LOW,0.775,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11926,USER,chatresh.varty75,Finance,8.43,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11620,USER,ira.choudhury44,R&D,0.0,LOW,0.6717,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10700,USER,charles.brar31,Call Center,4.26,LOW,0.865,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11061,USER,ekansh.ahuja25,Marketing,16.86,LOW,0.9273,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10485,USER,hardik.kuruvilla24,Customer Support,28.1,LOW,0.95,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11356,USER,jeet.tara32,Legal,4.22,LOW,0.55,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12310,USER,zashil.chaudhari74,Operations,4.22,LOW,0.55,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12181,USER,hemal.kohli58,Marketing,0.0,LOW,0.55,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10761,USER,dayita.dasgupta48,R&D,12.65,LOW,0.895,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10746,USER,oviya.acharya25,Human Resources,100.0,CRITICAL,0.9784,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP10321,USER,kalpit.mody99,R&D,8.43,LOW,0.8506,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12707,USER,indira.pant51,Marketing,16.86,LOW,0.8061,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10188,USER,wakeeta.srivastava97,Sales,0.0,LOW,0.865,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10772,USER,gagan_bhandari75,Operations,100.0,CRITICAL,0.945,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12496,USER,anusha.bawa86,Supply Chain,12.65,LOW,1.0,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11451,USER,arunima.dube10,Operations,0.0,LOW,0.45,LOW,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12354,USER,gagan.raman49,Operations,16.86,LOW,0.9385,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10410,USER,onveer.om63,Supply Chain,8.43,LOW,0.7383,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11727,USER,bhavya.sem13,IT,40.47,MODERATE,1.0,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12852,USER,warinder.wali82,R&D,16.86,LOW,0.7917,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12216,USER,urvashi.handa11,Customer Support,0.0,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11398,USER,yauvani_chacko81,Human Resources,8.43,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11361,USER,inaya.sridhar38,Human Resources,8.43,LOW,0.815,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11657,USER,yadavi.balay60,Sales,4.22,LOW,0.7207,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10051,USER,ekbal.malhotra95,Finance,12.65,LOW,0.96,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11624,USER,bishakha_ghose98,Sales,0.0,LOW,0.765,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10063,USER,ira.tara4,Human Resources,100.0,CRITICAL,0.92,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12789,USER,tamanna.kala64,Legal,0.0,LOW,0.52,MEDIUM,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12553,USER,tanish.kurian86,IT,4.22,LOW,0.865,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12530,USER,wazir.das67,Human Resources,11.45,LOW,0.8506,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11090,USER,pahal.bajwa31,Legal,100.0,CRITICAL,0.9594,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP11465,USER,brinda.chauhan94,Customer Support,0.0,LOW,0.49,LOW,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11896,USER,urmi.pall82,Finance,1.41,LOW,0.45,LOW,0,1.0,Unknown,UNKNOWN,INSUFFICIENT_HISTORY,INSUFFICIENT_BASELINE_HISTORY; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10052,USER,anirudh.ramanathan31,Marketing,100.0,CRITICAL,0.9437,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12807,USER,damyanti.wali52,Sales,12.65,LOW,0.96,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12763,USER,sanaya.kale52,Marketing,13.7,LOW,0.6717,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12551,USER,warinder.jaggi19,Sales,4.22,LOW,0.6636,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12864,USER,pooja.choudhary68,Marketing,8.43,LOW,1.0,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10544,USER,harita.sura62,Human Resources,21.08,LOW,0.9667,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12948,USER,aadi.mohan96,Operations,2.11,LOW,0.775,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10450,USER,charles.mohanty2,Finance,4.22,LOW,0.7778,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12515,USER,onveer.wason58,Sales,12.65,LOW,0.9636,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10044,USER,gopal.lala36,Human Resources,100.0,CRITICAL,0.9657,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP11001,USER,aarush.prashad25,Procurement,100.0,CRITICAL,0.96,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP11831,USER,Unknown,Supply Chain,0.0,LOW,0.835,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10829,USER,chaman.goda59,Legal,4.22,LOW,0.96,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10598,USER,ekalinga.walla33,IT,33.73,MODERATE,0.9714,HIGH,1,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,UNCORROBORATED_SINGLE_DIMENSION; ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10408,USER,akshay.sarraf2,Procurement,100.0,CRITICAL,0.9316,HIGH,3,1.5,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,POSSIBLE_CREDENTIAL_COMPROMISE; POSSIBLE_ACCOUNT_TAKEOVER; POSSIBLE_ANOMALOUS_DATA_EXFILTRATION
EMP12917,USER,charita.mannan95,Sales,0.0,LOW,0.695,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP10256,USER,naveen.bhagat32,R&D,8.43,LOW,0.8061,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12028,USER,neha_devan64,Supply Chain,21.08,LOW,0.895,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP12303,USER,lila_srinivasan31,Finance,6.32,LOW,0.7383,MEDIUM,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
EMP11837,USER,qabil.parikh37,Sales,4.22,LOW,0.805,HIGH,0,1.0,Unknown,UNKNOWN,SUFFICIENT_HISTORY,ZERO_MFA_FAILURES_OBSERVED,NO_ACTIONABLE_HYPOTHESIS
