user_id,username,department,status,hostname,authentication_event_count,failed_login_count,successful_login_count,mfa_failure_count,unique_source_ip_count,session_count,unknown_evidence_count,off_hours_activity_count,endpoint_alert_count,critical_endpoint_alert_count,high_endpoint_alert_count,medium_endpoint_alert_count,low_endpoint_alert_count,unique_host_count,authentication_failure_rate,mfa_failure_rate,evidence_count,valid_evidence_count,feature_confidence,department_failed_login_percentile
EMP12959,libni.lala75,Sales,Active,VDR-12959,7.0,3.0,4.0,0.0,1.0,5.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,10.0,4.0,EXACT,81.64983164983165
EMP11221,qabil.lanka74,Legal,Active,WS-11221,5.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,8.0,6.0,EXACT,79.43722943722943
EMP12935,abha.naik17,Procurement,Active,WS-12935,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.5,0.0,5.0,3.0,EXACT,32.340425531914896
EMP10705,bimala.raval96,Marketing,Active,LPT-10705.,8.0,1.0,6.0,0.0,5.0,3.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,0.125,0.0,11.0,7.0,EXACT,36.32286995515695
EMP12234,tristan.ravi53,Operations,On Leave,WS-12234,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,7.0,5.0,EXACT,29.510703363914377
EMP11973,edhitha.pathak81,R&D,Terminated,VDR-11973.,6.0,1.0,4.0,0.0,1.0,4.0,5.0,3.0,6.0,0.0,0.0,2.0,4.0,1.0,0.16666666666666666,0.0,12.0,7.0,EXACT,30.49792531120332
EMP11517,anita.dutt25,Human Resources,Active,WS-11517,5.0,2.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,0.4,0.0,9.0,7.0,EXACT,61.38461538461538
EMP12976,aayush.koshy48,Sales,Active,VDR-12976.,8.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,10.0,5.0,EXACT,93.43434343434343
EMP12232,Unknown,Operations,Terminated,WS-12232,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,0.0,5.0,4.0,EXACT,29.510703363914377
EMP10178,tanveer.ghose11,Operations,Disabled,WS-10178,4.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,0.0,8.0,4.0,EXACT,60.24464831804281
EMP12030,urishilla.dugar5,Customer Support,Active,VDR-12030,15.0,6.0,7.0,0.0,5.0,9.0,10.0,8.0,5.0,2.0,1.0,2.0,0.0,1.0,0.4,0.0,20.0,10.0,EXACT,97.96511627906976
EMP12926,ronith.bhatti96,Sales,Active,VDR-12926,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,EXACT,9.090909090909092
EMP10611,Unknown,Procurement,Active,VDR-10611,5.0,3.0,2.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.0,4.0,EXACT,79.14893617021276
EMP10679,ira.khanna17,IT Support,Active,LPT-10679,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,6.0,6.0,EXACT,37.93103448275862
EMP10152,finn.vig49,Support,Disabled,VDR-10152,75.0,22.0,47.0,0.0,37.0,54.0,46.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,0.29333333333333333,0.0,76.0,30.0,EXACT,100.0
EMP12484,aahana.seth4,Sales,Active,VDR-12484,6.0,3.0,3.0,0.0,1.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,8.0,3.0,EXACT,81.64983164983165
EMP11025,darsh.patla51,Finance,Active,LPT-11025,3.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,10.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,13.0,12.0,EXACT,10.76158940397351
EMP10907,sneha.loke46,Finance,Disabled,VDR-10907.,3.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,3.0,1.0,0.3333333333333333,0.0,8.0,7.0,EXACT,36.75496688741722
EMP10254,wriddhish_arora70,Finance,Active,LPT-10254,4.0,0.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,EXACT,10.76158940397351
EMP12416,harish.bhatia99,Legal,Active,Unknown,8.0,1.0,7.0,0.0,2.0,7.0,6.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.125,0.0,11.0,5.0,EXACT,30.08658008658009
EMP12332,shravya.mand51,Human Resources,Terminated,Unknown,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.3333333333333333,0.0,6.0,4.0,EXACT,32.76923076923077
EMP10346,dipta_oza8,Legal,Active,VDR-10346,6.0,1.0,4.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,0.16666666666666666,0.0,9.0,4.0,EXACT,30.08658008658009
EMP10299,anmol.bhatt26,Procurement,Active,VDR-10299,7.0,3.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.42857142857142855,0.0,9.0,6.0,EXACT,79.14893617021276
EMP12045,girik.gaba54,Innovation,Active,LPT-12045,3.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,5.0,2.0,EXACT,32.758620689655174
EMP11295,utkarsh.bakshi57,Legal,Active,WS-11295,3.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,3.0,0.0,1.0,0.3333333333333333,0.0,7.0,5.0,EXACT,30.08658008658009
EMP11357,nandini.buch11,Compliance,Active,LPT-11357,10.0,4.0,6.0,0.0,6.0,7.0,4.0,10.0,3.0,0.0,1.0,1.0,1.0,1.0,0.4,0.0,13.0,9.0,EXACT,98.0392156862745
EMP11422,rishi.contractor33,Customer Support,Active,WS-11422,4.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.25,0.0,7.0,6.0,EXACT,37.7906976744186
EMP12482,chakrika.nagar94,Marketing,Active,WS-12482,4.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,0.25,0.0,8.0,6.0,EXACT,36.32286995515695
EMP10139,isaac.dugar28,Legal,Disabled,Unknown,6.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.16666666666666666,0.0,8.0,5.0,EXACT,30.08658008658009
EMP12603,gautam.dass68,Finance,Active,LPT-12603,60.0,17.0,37.0,0.0,23.0,34.0,42.0,33.0,4.0,1.0,1.0,2.0,0.0,1.0,0.2833333333333333,0.0,64.0,22.0,EXACT,99.17218543046357
EMP10246,rohan.dash48,Legal,Disabled,VDR-10246,5.0,3.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.6,0.0,7.0,4.0,EXACT,79.43722943722943
EMP10900,lohit.reddy93,Procurement,Active,VDR-10900,61.0,23.0,29.0,0.0,34.0,33.0,33.0,32.0,2.0,0.0,0.0,0.0,2.0,1.0,0.3770491803278688,0.0,63.0,30.0,EXACT,99.57446808510639
EMP12130,krishna.kata74,Customer Support,On Leave,VDR-12130,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,0.0,EXACT,37.7906976744186
EMP11681,ayushman.varty42,Sales,Active,VDR-11681,4.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,0.5,0.0,10.0,8.0,EXACT,59.764309764309765
EMP12334,bahadurjit.sridhar62,Sales,Active,WS-12334,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,4.0,EXACT,9.090909090909092
EMP10889,chanchal.tank46,Marketing,Active,VDR-10889,3.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,4.0,EXACT,10.31390134529148
EMP11268,krishna.babu43,Innovation,Active,VDR-11268,4.0,2.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,5.0,1.0,EXACT,61.206896551724135
EMP11926,chatresh.varty75,Finance,Terminated,Unknown,5.0,1.0,4.0,0.0,1.0,3.0,4.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.2,0.0,7.0,3.0,EXACT,36.75496688741722
EMP11620,ira.choudhury44,R&D,Terminated,WS-11620,6.0,1.0,2.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,6.0,2.0,EXACT,30.49792531120332
EMP10700,charles.brar31,Call Center,Active,VDR-10700,5.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,0.4,0.0,8.0,5.0,EXACT,65.38461538461539
EMP11061,ekansh.ahuja25,Marketing,Active,VDR-11061,5.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,0.2,0.0,11.0,8.0,EXACT,36.32286995515695
EMP10485,hardik.kuruvilla24,Customer Support,Active,VDR-10485,8.0,3.0,5.0,0.0,3.0,5.0,6.0,4.0,8.0,0.0,1.0,5.0,2.0,1.0,0.375,0.0,16.0,10.0,EXACT,82.55813953488372
EMP11356,jeet.tara32,Legal,Active,LPT-11356,4.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.0,3.0,EXACT,58.44155844155844
EMP12310,zashil.chaudhari74,Operations,Disabled,VDR-12310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,EXACT,6.269113149847094
EMP12181,hemal.kohli58,Marketing,Active,VDR-12181,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,EXACT,10.31390134529148
EMP10761,dayita.dasgupta48,R&D,Active,Unknown,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,2.0,1.0,0.25,0.0,9.0,7.0,EXACT,30.49792531120332
EMP10746,oviya.acharya25,Human Resources,Active,WS-10746,70.0,26.0,39.0,0.0,34.0,37.0,39.0,33.0,4.0,1.0,1.0,2.0,0.0,1.0,0.37142857142857144,0.0,74.0,35.0,EXACT,99.84615384615385
EMP10321,kalpit.mody99,R&D,Active,LPT-10321,7.0,1.0,6.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,0.14285714285714285,0.0,9.0,6.0,EXACT,30.49792531120332
EMP12707,indira.pant51,Marketing,Active,VDR-12707,8.0,3.0,4.0,0.0,5.0,7.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.375,0.0,9.0,5.0,EXACT,80.04484304932735
EMP10188,wakeeta.srivastava97,Sales,Active,LPT-10188,6.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.3333333333333333,0.0,8.0,5.0,EXACT,59.764309764309765
EMP10772,gagan_bhandari75,Operations,Active,VDR-10772,78.0,27.0,38.0,0.0,38.0,41.0,44.0,41.0,2.0,0.0,0.0,2.0,0.0,1.0,0.34615384615384615,0.0,80.0,36.0,EXACT,100.0
EMP12496,anusha.bawa86,Supply Chain,Active,WS-12496,10.0,2.0,5.0,0.0,4.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,10.0,4.0,EXACT,59.83606557377049
EMP11451,arunima.dube10,Operations,Active,VDR-11451,4.0,1.0,3.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,4.0,0.0,EXACT,29.510703363914377
EMP12354,gagan.raman49,Operations,Active,LPT-12354,9.0,3.0,5.0,0.0,4.0,6.0,6.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,0.3333333333333333,0.0,13.0,7.0,EXACT,81.65137614678899
EMP10410,onveer.om63,Supply Chain,Active,LPT-10410,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,6.0,5.0,EXACT,7.377049180327869
EMP11727,bhavya.sem13,IT,On Leave,VDR-11727,6.0,5.0,1.0,0.0,3.0,1.0,3.0,6.0,4.0,0.0,0.0,3.0,1.0,1.0,0.8333333333333334,0.0,10.0,7.0,EXACT,95.78313253012048
EMP12852,warinder.wali82,R&D,Terminated,LPT-12852,8.0,3.0,4.0,0.0,4.0,4.0,5.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,0.375,0.0,12.0,7.0,EXACT,80.29045643153528
EMP12216,urvashi.handa11,Customer Support,Terminated,VDR-12216,5.0,1.0,3.0,0.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.2,0.0,7.0,4.0,EXACT,37.7906976744186
EMP11398,yauvani_chacko81,Human Resources,Terminated,LPT-11398,7.0,2.0,5.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,7.0,5.0,EXACT,61.38461538461538
EMP11361,inaya.sridhar38,Human Resources,Active,WS-11361,5.0,1.0,4.0,0.0,0.0,4.0,5.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.2,0.0,8.0,3.0,EXACT,32.76923076923077
EMP11657,yadavi.balay60,Sales,Active,WS-11657,4.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,7.0,4.0,EXACT,59.764309764309765
EMP10051,ekbal.malhotra95,Finance,Active,VDR-10051,8.0,4.0,4.0,0.0,3.0,4.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.5,0.0,10.0,5.0,EXACT,93.87417218543047
EMP11624,bishakha_ghose98,Sales,Active,Unknown,5.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.2,0.0,8.0,4.0,EXACT,31.818181818181817
EMP10063,ira.tara4,Human Resources,Active,Unknown,67.0,24.0,38.0,0.0,32.0,35.0,39.0,32.0,3.0,0.0,0.0,3.0,0.0,1.0,0.3582089552238806,0.0,70.0,31.0,EXACT,99.38461538461539
EMP12789,tamanna.kala64,Legal,Active,VDR-12789,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,EXACT,7.575757575757576
EMP12553,tanish.kurian86,IT,Disabled,WS-12553,5.0,1.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.2,0.0,8.0,5.0,EXACT,34.33734939759036
EMP12530,wazir.das67,Human Resources,Active,LPT-12530,5.0,2.0,3.0,0.0,2.0,2.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,0.4,0.0,9.0,5.0,EXACT,61.38461538461538
EMP11090,pahal.bajwa31,Legal,On Leave,VDR-11090,66.0,19.0,41.0,0.0,37.0,34.0,31.0,33.0,3.0,0.0,1.0,1.0,1.0,1.0,0.2878787878787879,0.0,69.0,38.0,EXACT,99.35064935064936
EMP11465,brinda.chauhan94,Customer Support,Active,LPT-11465,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,EXACT,9.593023255813954
EMP11896,urmi.pall82,Finance,Terminated,WS-11896,3.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.0,4.0,2.0,EXACT,36.75496688741722
EMP10052,anirudh.ramanathan31,Marketing,Active,LPT-10052,67.0,19.0,41.0,0.0,35.0,41.0,39.0,33.0,4.0,0.0,1.0,2.0,1.0,1.0,0.2835820895522388,0.0,71.0,32.0,EXACT,98.65470852017937
EMP12807,damyanti.wali52,Sales,Active,LPT-12807,8.0,5.0,3.0,0.0,3.0,3.0,5.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.625,0.0,10.0,5.0,EXACT,98.31649831649831
EMP12763,sanaya.kale52,Marketing,Active,LPT-12763,4.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.75,0.0,6.0,4.0,EXACT,80.04484304932735
EMP12551,warinder.jaggi19,Sales,Active,LPT-12551,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,0.3333333333333333,0.0,7.0,5.0,EXACT,31.818181818181817
EMP12864,pooja.choudhary68,Marketing,Active,LPT-12864,7.0,2.0,5.0,0.0,2.0,3.0,5.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.2857142857142857,0.0,10.0,5.0,EXACT,62.10762331838565
EMP10544,harita.sura62,Human Resources,Disabled,WS-10544,10.0,3.0,5.0,0.0,3.0,5.0,7.0,7.0,2.0,0.0,1.0,0.0,1.0,1.0,0.3,0.0,12.0,5.0,EXACT,82.46153846153847
EMP12948,aadi.mohan96,Operations,Disabled,VDR-12948.,5.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,5.0,2.0,EXACT,60.24464831804281
EMP10450,charles.mohanty2,Finance,On Leave,WS-10450,5.0,2.0,2.0,0.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.4,0.0,7.0,3.0,EXACT,63.90728476821192
EMP12515,onveer.wason58,Sales,Disabled,WS-12515.,5.0,0.0,5.0,0.0,1.0,4.0,4.0,2.0,6.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,11.0,7.0,EXACT,9.090909090909092
EMP10044,gopal.lala36,Human Resources,Active,VDR-10044,66.0,17.0,41.0,0.0,35.0,38.0,36.0,31.0,4.0,0.0,1.0,1.0,2.0,1.0,0.25757575757575757,0.0,70.0,34.0,EXACT,97.84615384615385
EMP11001,aarush.prashad25,Procurement,Terminated,VDR-11001,78.0,20.0,51.0,0.0,37.0,54.0,46.0,42.0,2.0,0.0,1.0,0.0,1.0,1.0,0.2564102564102564,0.0,80.0,34.0,EXACT,98.08510638297872
EMP11831,Unknown,Supply Chain,Active,LPT-11831,5.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,7.0,4.0,EXACT,30.327868852459016
EMP10829,chaman.goda59,Legal,Active,WS-10829,7.0,1.0,6.0,0.0,2.0,5.0,5.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,0.14285714285714285,0.0,10.0,5.0,EXACT,30.08658008658009
EMP10598,ekalinga.walla33,IT,Active,VDR-10598,11.0,1.0,8.0,0.0,7.0,6.0,4.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.0,14.0,10.0,EXACT,34.33734939759036
EMP10408,akshay.sarraf2,Procurement,Active,WS-10408.,74.0,15.0,51.0,0.0,43.0,45.0,38.0,39.0,2.0,0.0,1.0,1.0,0.0,1.0,0.20270270270270271,0.0,76.0,38.0,EXACT,96.59574468085106
EMP12917,charita.mannan95,Sales,Active,VDR-12917,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,EXACT,9.090909090909092
EMP10256,naveen.bhagat32,R&D,Terminated,WS-10256,5.0,0.0,5.0,0.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,6.0,EXACT,7.468879668049793
EMP12028,neha_devan64,Supply Chain,Active,WS-12028,7.0,1.0,3.0,0.0,5.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,1.0,0.14285714285714285,0.0,9.0,7.0,EXACT,30.327868852459016
EMP12303,lila_srinivasan31,Finance,Active,LPT-12303,4.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.5,0.0,6.0,4.0,EXACT,63.90728476821192
EMP11837,qabil.parikh37,Sales,Active,LPT-11837,5.0,1.0,3.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,6.0,3.0,EXACT,31.818181818181817
EMP11702,hemang.bakshi78,Customer Support,On Leave,VDR-11702,6.0,2.0,2.0,0.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,7.0,5.0,EXACT,66.27906976744185
EMP12490,laban.sridhar64,Human Resources,Terminated,VDR-12490,4.0,1.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.25,0.0,6.0,5.0,EXACT,32.76923076923077
EMP11662,aishani.dugal36,Sales,Active,Unknown,6.0,0.0,6.0,0.0,5.0,5.0,3.0,3.0,6.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,12.0,9.0,EXACT,9.090909090909092
EMP10144,yashica_rao48,Human Resources,Disabled,LPT-10144,5.0,1.0,3.0,0.0,1.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,0.2,0.0,9.0,5.0,EXACT,32.76923076923077
EMP12090,vasatika.saha98,R&D,Active,VDR-12090,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,EXACT,7.468879668049793
EMP11292,harsh.sem7,Sales,Active,VDR-11292,4.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,6.0,2.0,EXACT,59.764309764309765
EMP12155,ekansh.soni57,Marketing,Disabled,Unknown,8.0,3.0,5.0,0.0,6.0,5.0,2.0,6.0,4.0,0.0,0.0,2.0,2.0,1.0,0.375,0.0,12.0,10.0,EXACT,80.04484304932735
EMP10416,arunima.tata4,Finance,Active,LPT-10416,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,5.0,3.0,EXACT,36.75496688741722
EMP10929,aarini.bora51,Marketing,On Leave,VDR-10929,6.0,2.0,3.0,0.0,2.0,5.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.0,9.0,4.0,EXACT,62.10762331838565
EMP12022,Unknown,Operations,Active,VDR-12022,10.0,2.0,7.0,0.0,5.0,6.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.2,0.0,12.0,7.0,EXACT,60.24464831804281
