session_id,present_in_iam,present_in_firewall,match_status
sid427181,False,True,UNMATCHED
SID340865,False,True,UNMATCHED
sid786664,False,True,UNMATCHED
SID987204,False,True,UNMATCHED
SID-716187,False,True,UNMATCHED
SID-991510,False,True,UNMATCHED
SID949102,True,False,UNMATCHED
SID785169,False,True,UNMATCHED
SID518389,False,True,UNMATCHED
SID549557,True,False,UNMATCHED
SID436307,True,False,UNMATCHED
SID920478,False,True,UNMATCHED
SID556775,False,True,UNMATCHED
SID699183,False,True,UNMATCHED
SID223548,False,True,UNMATCHED
SID501226,False,True,UNMATCHED
SID460640,False,True,UNMATCHED
SID231074,False,True,UNMATCHED
SID291342,False,True,UNMATCHED
SID770882,False,True,UNMATCHED
SID978892,False,True,UNMATCHED
sid759884,False,True,UNMATCHED
SID575385,False,True,UNMATCHED
sid915682,False,True,UNMATCHED
SID185432,True,False,UNMATCHED
SID-191482,False,True,UNMATCHED
sid325910,False,True,UNMATCHED
SID821516,False,True,UNMATCHED
SID317648,False,True,UNMATCHED
SID615134,False,True,UNMATCHED
SID164365,False,True,UNMATCHED
SID-670517,False,True,UNMATCHED
SID770807,False,True,UNMATCHED
SID308726,True,False,UNMATCHED
sid878163,False,True,UNMATCHED
SID615549,False,True,UNMATCHED
SID647226,False,True,UNMATCHED
SID724562,False,True,UNMATCHED
SID260085,True,False,UNMATCHED
SID622519,False,True,UNMATCHED
SID873307,True,False,UNMATCHED
SID725868,False,True,UNMATCHED
SID820990,True,False,UNMATCHED
SID597647,True,False,UNMATCHED
SID616714,True,False,UNMATCHED
SID447448,False,True,UNMATCHED
SID272456,False,True,UNMATCHED
SID890476,False,True,UNMATCHED
SID663395,False,True,UNMATCHED
SID-646279,False,True,UNMATCHED
SID879826,True,False,UNMATCHED
SID166176,True,False,UNMATCHED
SID-861526,False,True,UNMATCHED
SID672968,True,False,UNMATCHED
SID400813,False,True,UNMATCHED
SID824039,False,True,UNMATCHED
SID619499,True,False,UNMATCHED
SID115799,True,False,UNMATCHED
sid972024,False,True,UNMATCHED
SID714062,True,False,UNMATCHED
SID-883069,False,True,UNMATCHED
SID247273,True,False,UNMATCHED
SID911458,False,True,UNMATCHED
SID800416,False,True,UNMATCHED
SID659232,False,True,UNMATCHED
SID667057,False,True,UNMATCHED
SID683439,False,True,UNMATCHED
SID591335,True,False,UNMATCHED
SID362481,False,True,UNMATCHED
SID608102,False,True,UNMATCHED
SID213836,False,True,UNMATCHED
SID491168,False,True,UNMATCHED
SID637553,True,False,UNMATCHED
SID970088,False,True,UNMATCHED
SID422791,False,True,UNMATCHED
SID566886,True,False,UNMATCHED
SID205417,False,True,UNMATCHED
SID324344,False,True,UNMATCHED
SID256988,False,True,UNMATCHED
SID550367,True,False,UNMATCHED
SID580609,False,True,UNMATCHED
SID810495,True,False,UNMATCHED
SID981467,False,True,UNMATCHED
SID-415085,False,True,UNMATCHED
SID161951,True,False,UNMATCHED
sid881528,False,True,UNMATCHED
SID606786,False,True,UNMATCHED
SID789626,False,True,UNMATCHED
SID403032,False,True,UNMATCHED
SID134095,True,False,UNMATCHED
SID912916,True,False,UNMATCHED
SID773363,True,False,UNMATCHED
SID827516,True,False,UNMATCHED
SID271835,True,False,UNMATCHED
SID471854,False,True,UNMATCHED
SID770066,False,True,UNMATCHED
SID866237,False,True,UNMATCHED
SID869028,True,False,UNMATCHED
SID588665,False,True,UNMATCHED
SID585699,False,True,UNMATCHED
SID266925,False,True,UNMATCHED
SID678783,True,False,UNMATCHED
SID520397,False,True,UNMATCHED
SID301229,True,True,EXACT
SID410703,False,True,UNMATCHED
SID465297,False,True,UNMATCHED
sid410822,False,True,UNMATCHED
SID-470837,True,False,UNMATCHED
SID852314,False,True,UNMATCHED
SID147746,False,True,UNMATCHED
SID306560,False,True,UNMATCHED
SID384261,False,True,UNMATCHED
SID575718,True,False,UNMATCHED
SID488402,False,True,UNMATCHED
SID645884,False,True,UNMATCHED
SID-196792,False,True,UNMATCHED
sid412598,False,True,UNMATCHED
SID941427,False,True,UNMATCHED
SID417582,False,True,UNMATCHED
SID365075,False,True,UNMATCHED
SID468622,True,False,UNMATCHED
SID619306,False,True,UNMATCHED
SID635826,False,True,UNMATCHED
SID577745,False,True,UNMATCHED
SID707470,True,True,EXACT
SID636575,False,True,UNMATCHED
SID379822,False,True,UNMATCHED
SID688983,False,True,UNMATCHED
SID945179,False,True,UNMATCHED
SID794349,False,True,UNMATCHED
SID295726,False,True,UNMATCHED
SID564262,True,False,UNMATCHED
SID993803,False,True,UNMATCHED
SID-391363,False,True,UNMATCHED
SID796453,False,True,UNMATCHED
SID729309,True,False,UNMATCHED
SID339004,False,True,UNMATCHED
SID-289565,False,True,UNMATCHED
SID489246,True,False,UNMATCHED
SID422271,True,False,UNMATCHED
SID514981,False,True,UNMATCHED
SID485827,False,True,UNMATCHED
SID306608,False,True,UNMATCHED
SID154738,False,True,UNMATCHED
SID695156,True,False,UNMATCHED
SID-369958,False,True,UNMATCHED
SID631699,False,True,UNMATCHED
SID923025,True,True,EXACT
SID894244,False,True,UNMATCHED
SID-608144,False,True,UNMATCHED
SID496643,True,False,UNMATCHED
SID484890,True,False,UNMATCHED
SID284445,False,True,UNMATCHED
SID155259,True,False,UNMATCHED
SID530793,False,True,UNMATCHED
SID798382,False,True,UNMATCHED
SID922178,True,False,UNMATCHED
SID933638,False,True,UNMATCHED
SID525965,False,True,UNMATCHED
SID111944,False,True,UNMATCHED
SID-204111,False,True,UNMATCHED
SID365831,False,True,UNMATCHED
SID146703,False,True,UNMATCHED
sid224511,False,True,UNMATCHED
SID461264,False,True,UNMATCHED
SID829572,True,False,UNMATCHED
SID557801,True,False,UNMATCHED
SID107219,False,True,UNMATCHED
SID826289,False,True,UNMATCHED
SID163282,True,False,UNMATCHED
SID267764,False,True,UNMATCHED
SID807445,False,True,UNMATCHED
SID104322,False,True,UNMATCHED
SID144129,False,True,UNMATCHED
SID872710,False,True,UNMATCHED
SID175796,False,True,UNMATCHED
SID707223,True,False,UNMATCHED
SID952103,True,False,UNMATCHED
SID-667477,False,True,UNMATCHED
SID345644,True,False,UNMATCHED
SID225677,False,True,UNMATCHED
SID433194,False,True,UNMATCHED
SID875420,False,True,UNMATCHED
SID-438581,False,True,UNMATCHED
SID174628,False,True,UNMATCHED
SID936197,False,True,UNMATCHED
SID801982,False,True,UNMATCHED
SID696199,False,True,UNMATCHED
SID483070,False,True,UNMATCHED
SID445944,True,False,UNMATCHED
SID560877,False,True,UNMATCHED
SID-899822,False,True,UNMATCHED
SID781406,True,False,UNMATCHED
SID561479,True,False,UNMATCHED
SID-428322,False,True,UNMATCHED
SID-895003,False,True,UNMATCHED
SID-271464,True,False,UNMATCHED
SID364373,False,True,UNMATCHED
SID212766,True,False,UNMATCHED
SID167820,False,True,UNMATCHED
SID922967,False,True,UNMATCHED
SID918187,True,False,UNMATCHED
SID851736,False,True,UNMATCHED
SID121875,False,True,UNMATCHED
SID582756,False,True,UNMATCHED
SID296322,True,False,UNMATCHED
SID204230,True,False,UNMATCHED
SID186676,True,False,UNMATCHED
SID751630,False,True,UNMATCHED
SID558952,True,False,UNMATCHED
sid800965,False,True,UNMATCHED
SID105502,True,False,UNMATCHED
SID287476,False,True,UNMATCHED
SID157658,False,True,UNMATCHED
SID502992,False,True,UNMATCHED
SID536748,True,False,UNMATCHED
SID664599,False,True,UNMATCHED
SID475904,False,True,UNMATCHED
SID937047,True,False,UNMATCHED
SID530080,True,False,UNMATCHED
sid650628,False,True,UNMATCHED
SID777928,False,True,UNMATCHED
SID595844,False,True,UNMATCHED
SID143567,True,False,UNMATCHED
SID785417,False,True,UNMATCHED
SID946476,False,True,UNMATCHED
SID915493,False,True,UNMATCHED
SID188638,True,False,UNMATCHED
SID247610,False,True,UNMATCHED
SID369267,True,False,UNMATCHED
SID482710,True,False,UNMATCHED
SID790001,True,False,UNMATCHED
SID963890,False,True,UNMATCHED
SID397265,False,True,UNMATCHED
SID-673658,False,True,UNMATCHED
SID237133,False,True,UNMATCHED
SID267076,False,True,UNMATCHED
SID985513,False,True,UNMATCHED
SID489096,False,True,UNMATCHED
SID180745,False,True,UNMATCHED
SID552472,True,False,UNMATCHED
SID941935,False,True,UNMATCHED
SID241788,False,True,UNMATCHED
SID419599,False,True,UNMATCHED
SID-522630,False,True,UNMATCHED
SID-949041,False,True,UNMATCHED
SID861801,True,False,UNMATCHED
SID286479,True,False,UNMATCHED
SID433879,False,True,UNMATCHED
SID870503,True,False,UNMATCHED
SID600226,False,True,UNMATCHED
SID257176,True,False,UNMATCHED
SID207108,False,True,UNMATCHED
SID182826,True,False,UNMATCHED
SID851304,False,True,UNMATCHED
SID130018,False,True,UNMATCHED
SID357856,True,False,UNMATCHED
SID765599,False,True,UNMATCHED
SID720667,False,True,UNMATCHED
SID462710,True,False,UNMATCHED
SID230569,True,False,UNMATCHED
SID873287,False,True,UNMATCHED
SID314485,True,False,UNMATCHED
SID342590,False,True,UNMATCHED
SID497707,True,False,UNMATCHED
SID-485645,False,True,UNMATCHED
SID631818,False,True,UNMATCHED
SID655989,False,True,UNMATCHED
SID232149,True,False,UNMATCHED
SID928386,True,False,UNMATCHED
SID471395,False,True,UNMATCHED
SID705992,False,True,UNMATCHED
SID582471,False,True,UNMATCHED
SID944170,False,True,UNMATCHED
SID565398,False,True,UNMATCHED
SID947315,False,True,UNMATCHED
SID188516,True,False,UNMATCHED
SID372057,True,False,UNMATCHED
SID928721,True,False,UNMATCHED
SID914942,False,True,UNMATCHED
SID834847,False,True,UNMATCHED
SID-727162,True,False,UNMATCHED
SID311641,False,True,UNMATCHED
SID102064,True,False,UNMATCHED
SID433706,False,True,UNMATCHED
SID-599094,False,True,UNMATCHED
SID609501,False,True,UNMATCHED
SID307084,False,True,UNMATCHED
SID869207,False,True,UNMATCHED
SID140600,False,True,UNMATCHED
sid360495,False,True,UNMATCHED
SID684853,False,True,UNMATCHED
SID294426,False,True,UNMATCHED
SID803595,False,True,UNMATCHED
SID985618,True,False,UNMATCHED
sid848270,False,True,UNMATCHED
SID899345,False,True,UNMATCHED
SID881756,True,True,EXACT
SID986293,True,False,UNMATCHED
SID886310,False,True,UNMATCHED
SID216970,False,True,UNMATCHED
SID-151751,False,True,UNMATCHED
SID648946,True,False,UNMATCHED
SID406839,False,True,UNMATCHED
sid390324,False,True,UNMATCHED
SID252047,False,True,UNMATCHED
sid379647,False,True,UNMATCHED
SID-187980,False,True,UNMATCHED
SID747667,False,True,UNMATCHED
sid315314,False,True,UNMATCHED
SID265527,True,False,UNMATCHED
SID491948,False,True,UNMATCHED
SID966239,True,False,UNMATCHED
SID905665,False,True,UNMATCHED
sid157956,False,True,UNMATCHED
SID-863521,False,True,UNMATCHED
SID973343,True,False,UNMATCHED
SID565307,True,False,UNMATCHED
SID247972,False,True,UNMATCHED
SID298989,False,True,UNMATCHED
SID694964,True,False,UNMATCHED
SID444164,False,True,UNMATCHED
SID942654,False,True,UNMATCHED
SID865053,True,False,UNMATCHED
sid620628,False,True,UNMATCHED
SID832115,True,False,UNMATCHED
SID699461,False,True,UNMATCHED
SID621310,True,False,UNMATCHED
SID691013,False,True,UNMATCHED
SID837895,False,True,UNMATCHED
SID610948,False,True,UNMATCHED
SID338554,True,False,UNMATCHED
SID863677,True,False,UNMATCHED
SID208619,False,True,UNMATCHED
SID431016,False,True,UNMATCHED
SID593921,True,False,UNMATCHED
SID199414,False,True,UNMATCHED
SID195055,False,True,UNMATCHED
sid619648,False,True,UNMATCHED
SID337943,False,True,UNMATCHED
SID111046,True,False,UNMATCHED
SID324347,False,True,UNMATCHED
sid344584,False,True,UNMATCHED
SID893709,True,False,UNMATCHED
SID977701,False,True,UNMATCHED
SID-188515,True,False,UNMATCHED
SID-611647,False,True,UNMATCHED
SID623749,True,False,UNMATCHED
SID761233,False,True,UNMATCHED
SID467351,False,True,UNMATCHED
SID341716,False,True,UNMATCHED
SID857356,True,False,UNMATCHED
SID416859,True,False,UNMATCHED
SID-867759,False,True,UNMATCHED
sid464416,False,True,UNMATCHED
SID406545,True,False,UNMATCHED
SID461045,False,True,UNMATCHED
SID-171535,False,True,UNMATCHED
SID806948,False,True,UNMATCHED
SID331378,False,True,UNMATCHED
SID784744,False,True,UNMATCHED
SID288659,False,True,UNMATCHED
SID188833,False,True,UNMATCHED
SID798336,False,True,UNMATCHED
SID132012,False,True,UNMATCHED
SID857772,True,False,UNMATCHED
SID428998,False,True,UNMATCHED
SID731773,False,True,UNMATCHED
SID589455,False,True,UNMATCHED
SID104858,False,True,UNMATCHED
SID329163,False,True,UNMATCHED
SID720517,True,False,UNMATCHED
SID842503,False,True,UNMATCHED
SID669941,True,False,UNMATCHED
SID364735,True,False,UNMATCHED
SID436822,False,True,UNMATCHED
SID674727,False,True,UNMATCHED
SID323544,True,False,UNMATCHED
SID-126619,False,True,UNMATCHED
SID763792,False,True,UNMATCHED
SID346744,False,True,UNMATCHED
SID570544,False,True,UNMATCHED
SID639018,True,False,UNMATCHED
sid369940,False,True,UNMATCHED
SID-555356,False,True,UNMATCHED
SID202002,False,True,UNMATCHED
SID110360,False,True,UNMATCHED
SID388430,True,False,UNMATCHED
SID482284,False,True,UNMATCHED
SID787833,False,True,UNMATCHED
SID868560,True,False,UNMATCHED
SID166442,False,True,UNMATCHED
SID165745,False,True,UNMATCHED
SID411337,True,False,UNMATCHED
SID263293,True,False,UNMATCHED
SID671967,True,False,UNMATCHED
sid816568,False,True,UNMATCHED
SID953441,False,True,UNMATCHED
SID325039,False,True,UNMATCHED
SID614171,False,True,UNMATCHED
SID765971,False,True,UNMATCHED
SID635819,True,False,UNMATCHED
SID718006,False,True,UNMATCHED
SID152268,False,True,UNMATCHED
SID378001,False,True,UNMATCHED
SID693517,False,True,UNMATCHED
SID-959476,False,True,UNMATCHED
SID339527,False,True,UNMATCHED
SID392467,False,True,UNMATCHED
sid509760,False,True,UNMATCHED
sid248537,False,True,UNMATCHED
SID176208,False,True,UNMATCHED
SID211314,False,True,UNMATCHED
SID600373,False,True,UNMATCHED
SID885220,True,False,UNMATCHED
SID366681,False,True,UNMATCHED
SID964281,False,True,UNMATCHED
SID339885,False,True,UNMATCHED
SID577972,False,True,UNMATCHED
SID-595617,False,True,UNMATCHED
SID215015,True,False,UNMATCHED
sid674684,False,True,UNMATCHED
SID905016,False,True,UNMATCHED
SID-333050,False,True,UNMATCHED
SID480912,False,True,UNMATCHED
SID206222,False,True,UNMATCHED
sid362350,False,True,UNMATCHED
SID572055,False,True,UNMATCHED
SID561782,True,False,UNMATCHED
SID148411,False,True,UNMATCHED
SID269683,False,True,UNMATCHED
SID160975,False,True,UNMATCHED
SID969175,False,True,UNMATCHED
SID376937,False,True,UNMATCHED
SID-299181,True,False,UNMATCHED
SID903841,False,True,UNMATCHED
SID186728,False,True,UNMATCHED
SID679215,True,False,UNMATCHED
SID879134,True,False,UNMATCHED
SID672233,False,True,UNMATCHED
SID510934,False,True,UNMATCHED
SID498906,False,True,UNMATCHED
SID921540,False,True,UNMATCHED
SID163586,False,True,UNMATCHED
SID381131,True,False,UNMATCHED
SID536652,False,True,UNMATCHED
SID593552,False,True,UNMATCHED
SID-645887,False,True,UNMATCHED
SID396031,False,True,UNMATCHED
sid509966,False,True,UNMATCHED
SID436454,True,False,UNMATCHED
SID284418,True,False,UNMATCHED
SID642432,True,False,UNMATCHED
SID851331,True,False,UNMATCHED
SID263699,True,False,UNMATCHED
SID563779,False,True,UNMATCHED
SID-218527,False,True,UNMATCHED
SID-455246,False,True,UNMATCHED
SID620303,True,False,UNMATCHED
SID768910,False,True,UNMATCHED
SID701753,True,False,UNMATCHED
SID617771,True,False,UNMATCHED
SID900888,False,True,UNMATCHED
SID609717,False,True,UNMATCHED
SID957426,False,True,UNMATCHED
SID534383,False,True,UNMATCHED
SID468811,True,True,EXACT
SID846512,True,False,UNMATCHED
SID451180,False,True,UNMATCHED
SID-463949,False,True,UNMATCHED
SID867033,True,False,UNMATCHED
SID434837,False,True,UNMATCHED
SID348069,True,False,UNMATCHED
SID-522023,False,True,UNMATCHED
SID427232,False,True,UNMATCHED
SID128598,True,True,EXACT
SID729293,False,True,UNMATCHED
SID978160,False,True,UNMATCHED
SID482394,True,False,UNMATCHED
SID719756,True,False,UNMATCHED
SID728727,False,True,UNMATCHED
SID180614,False,True,UNMATCHED
SID112304,False,True,UNMATCHED
SID779952,True,False,UNMATCHED
SID121320,True,False,UNMATCHED
SID-693203,False,True,UNMATCHED
SID481909,False,True,UNMATCHED
SID152994,True,False,UNMATCHED
SID201340,False,True,UNMATCHED
SID529987,False,True,UNMATCHED
SID860864,True,False,UNMATCHED
SID949356,True,False,UNMATCHED
SID271250,True,False,UNMATCHED
SID746610,False,True,UNMATCHED
sid959415,False,True,UNMATCHED
SID564773,True,False,UNMATCHED
SID245858,False,True,UNMATCHED
SID966204,False,True,UNMATCHED
SID736516,False,True,UNMATCHED
SID338830,False,True,UNMATCHED
SID426005,True,False,UNMATCHED
SID332097,True,False,UNMATCHED
SID342634,False,True,UNMATCHED
SID870377,False,True,UNMATCHED
