user_id,username,department,status,hostname,authentication_event_count,failed_login_count,successful_login_count,mfa_failure_count,unique_source_ip_count,session_count,unknown_evidence_count,off_hours_activity_count,endpoint_alert_count,critical_endpoint_alert_count,high_endpoint_alert_count,medium_endpoint_alert_count,low_endpoint_alert_count,unique_host_count,authentication_failure_rate,mfa_failure_rate,evidence_count,valid_evidence_count,feature_confidence,department_failed_login_percentile,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,peer_group_size,peer_failed_login_median,peer_failed_login_mad,peer_auth_failure_rate_median,peer_auth_failure_rate_mad,peer_off_hours_median,peer_off_hours_mad,peer_endpoint_alert_median,peer_endpoint_alert_mad,failed_login_abs_dev,failed_login_rel_dev,failed_login_zscore,auth_failure_rate_abs_dev,auth_failure_rate_rel_dev,auth_failure_rate_zscore,off_hours_abs_dev,off_hours_rel_dev,off_hours_zscore,endpoint_alert_abs_dev,endpoint_alert_rel_dev,endpoint_alert_zscore,unique_source_ip_zscore,unique_host_zscore,authentication_deviation,network_deviation,endpoint_deviation,off_hours_deviation,behavior_deviation_score,authentication_deviation_status,network_deviation_status,endpoint_deviation_status,off_hours_deviation_status,overall_deviation_status,multi_signal_deviation_count
EMP12798,abhimanyu.trivedi4,Sales,Active,WS-12798,7.0,2.0,3.0,0.0,1.0,3.0,6.0,4.0,5.0,0.0,1.0,2.0,2.0,1.0,0.2857142857142857,0.0,12.0,6.0,EXACT,59.764309764309765,12,10,8,9,2026-08-07 16:30:29,2026-09-07 06:10:27,2,30.57,0.8333,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1927,1.0,0.25,0.6745,2.0,0.5,1.349,-1.349,0.0,0.0,0.0,1.349,0.6745,0.5059,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11195,christopher.toor37,Legal,Active,VDR-11195,3.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,4.0,3.0,EXACT,30.08658008658009,4,4,4,3,2026-08-09 00:00:00,2026-09-09 00:00:00,0,31.0,1.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.349,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11406,urishilla.bhatt88,Sales,Active,WS-11406,6.0,2.0,2.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,8.0,4.0,EXACT,59.764309764309765,8,7,6,6,2026-08-02 01:10:59,2026-09-01 03:35:51,1,30.1,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10314,girindra.dhaliwal46,R&D,Terminated,VDR-10314,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,4.0,EXACT,7.468879668049793,6,5,5,4,2026-08-03 00:00:00,2026-09-04 04:04:01,1,32.17,0.8333,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,0.0,0.0,-1.349,0.0,0.0,-1.5176,0.0,0.0,-1.349,2.0,0.6667,1.349,-2.0235,0.0,0.0,0.0,1.349,0.0,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10102,gaurangi.samra66,Finance,Terminated,WS-10102,4.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,EXACT,10.76158940397351,4,4,3,4,2026-08-02 00:00:00,2026-08-22 22:27:23,0,20.94,1.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-1.349,0.0,0.0,0.0,0.0,0.0,-1.349,-0.6745,-1.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11437,waida.anand56,Operations,Active,WS-11437,5.0,3.0,2.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.6,0.0,8.0,4.0,EXACT,81.65137614678899,8,8,7,7,2026-03-09 00:00:00,2026-09-03 07:06:47,0,178.3,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.349,0.0,0.0,0.0,0.0,0.0,0.0,-1.349,0.0,1.349,0.0,0.0,0.0,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12959,libni.lala75,Sales,Active,VDR-12959,7.0,3.0,4.0,0.0,1.0,5.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.4285714285714285,0.0,10.0,4.0,EXACT,81.64983164983165,10,9,8,7,2026-01-08 08:47:00,2026-08-29 19:10:13,1,233.43,0.9,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.09523809523809518,0.0714,0.3854,0.0,0.0,0.0,0.0,0.0,0.0,-1.349,0.0,0.6745,0.0,0.0,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11221,qabil.lanka74,Legal,Active,WS-11221,5.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.6,0.0,8.0,6.0,EXACT,79.43722943722943,8,7,7,6,2026-02-09 17:12:00,2026-08-31 10:55:00,1,202.74,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,231,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.0792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0792,0.0,0.0,0.0,0.2698,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12935,abha.naik17,Procurement,Active,WS-12935,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.5,0.0,5.0,3.0,EXACT,32.340425531914896,5,5,3,5,2026-08-02 05:16:43,2026-08-17 20:50:39,0,15.65,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.16666666666666669,0.125,0.6745,0.0,0.0,-1.349,1.0,0.3333,0.6745,-2.0235,0.0,0.6745,0.0,0.6745,0.0,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10705,bimala.raval96,Marketing,Active,LPT-10705.,8.0,1.0,6.0,0.0,5.0,3.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,1.0,0.125,0.0,11.0,7.0,EXACT,36.32286995515695,11,9,9,6,2026-01-08 17:14:00,2026-09-07 12:21:00,2,241.8,0.8182,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,223,1.0,1.0,0.2857142857142857,0.1428571428571428,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7588,2.0,0.5,1.349,1.0,0.3333,0.6745,1.349,0.0,0.0,1.349,0.6745,1.349,0.8431,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12234,tristan.ravi53,Operations,On Leave,WS-12234,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,7.0,5.0,EXACT,29.510703363914377,7,7,6,5,2026-08-02 02:25:44,2026-09-07 00:16:04,0,35.91,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,0.0,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,-1.349,1.0,0.25,0.6745,-1.349,0.0,0.0,0.0,0.6745,0.0,0.1686,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11973,edhitha.pathak81,R&D,Terminated,VDR-11973.,6.0,1.0,4.0,0.0,1.0,4.0,5.0,3.0,6.0,0.0,0.0,2.0,4.0,1.0,0.1666666666666666,0.0,12.0,7.0,EXACT,30.49792531120332,12,10,9,7,2026-08-05 10:09:13,2026-09-08 03:34:08,2,33.73,0.8333,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,241,2.0,1.0,0.3,0.1333333333333334,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-0.6745,0.0,0.0,0.0,4.0,1.3333,2.698,-1.349,0.0,0.0,0.0,2.698,0.0,0.6745,NORMAL,NORMAL,ELEVATED,NORMAL,NORMAL,1
EMP11517,anita.dutt25,Human Resources,Active,WS-11517,5.0,2.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,0.4,0.0,9.0,7.0,EXACT,61.38461538461538,9,8,7,8,2026-06-09 09:33:00,2026-09-07 06:54:14,1,89.89,0.8889,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,325,2.0,1.0,0.3026315789473684,0.13596491228070182,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0973684210526316,0.0747,0.483,0.0,0.0,0.0,2.0,0.6667,1.349,0.0,0.0,0.483,0.0,1.349,0.0,0.458,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12976,aayush.koshy48,Sales,Active,VDR-12976.,8.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,10.0,5.0,EXACT,93.43434343434345,10,7,7,5,2026-03-09 00:41:00,2026-09-08 05:30:20,3,183.2,0.7,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,2.0,0.6667,1.349,0.16666666666666669,0.125,0.6745,2.0,0.5,1.349,0.0,0.0,-0.6745,1.349,0.0,1.349,1.349,0.0,1.349,1.0118,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12232,Unknown,Operations,Terminated,WS-12232,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.3333333333333333,0.0,5.0,4.0,EXACT,29.510703363914377,5,4,3,3,2026-08-02 15:37:32,2026-08-05 00:00:00,1,2.35,0.8,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,0.0,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,-1.349,0.0,0.0,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10178,tanveer.ghose11,Operations,Disabled,WS-10178,4.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,1.0,0.5,0.0,8.0,4.0,EXACT,60.24464831804281,8,7,7,7,2026-08-01 02:41:09,2026-08-31 07:32:46,1,30.2,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,327,2.0,1.0,0.3333333333333333,0.1333333333333333,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.16666666666666669,0.125,0.8431,0.0,0.0,0.0,1.0,0.25,0.6745,-2.0235,0.0,0.8431,0.0,0.6745,0.0,0.3794,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP12030,urishilla.dugar5,Customer Support,Active,VDR-12030,15.0,6.0,7.0,0.0,5.0,9.0,10.0,8.0,5.0,2.0,1.0,2.0,0.0,1.0,0.4,0.0,20.0,10.0,EXACT,97.96511627906976,20,20,16,15,2026-05-09 13:58:00,2026-09-09 19:43:00,0,123.24,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,172,1.0,1.0,0.2857142857142857,0.1607142857142857,3.0,1.0,2.5,1.5,5.0,2.5,3.3725,0.11428571428571432,0.0889,0.4796,5.0,1.25,3.3725,2.5,0.7143,1.1242,1.349,0.0,3.3725,1.349,1.1242,3.3725,2.3046,ELEVATED,NORMAL,NORMAL,ELEVATED,UNUSUAL,2
EMP12926,ronith.bhatti96,Sales,Active,VDR-12926,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,EXACT,9.090909090909092,3,3,3,3,2026-08-01 03:05:15,2026-09-07 05:59:18,0,37.12,1.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,0.0,0.0,-1.349,0.0,0.0,-1.349,0.0,0.0,-1.349,0.0,0.0,-0.6745,-2.0235,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10611,Unknown,Procurement,Active,VDR-10611,5.0,3.0,2.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.0,4.0,EXACT,79.14893617021276,5,5,4,5,2026-08-25 08:35:31,2026-09-08 04:23:44,0,13.83,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,235,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,2.0,1.0,1.0,0.3333,0.6745,0.26666666666666666,0.2,1.0792,0.0,0.0,-0.6745,0.0,0.0,-1.349,0.6745,-1.0,1.0792,0.6745,0.0,0.0,0.4384,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10679,ira.khanna17,IT Support,Active,LPT-10679,3.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,6.0,6.0,EXACT,37.93103448275862,6,6,6,4,2026-08-04 00:12:32,2026-09-07 07:07:20,0,34.29,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,58,1.0,1.0,0.2736263736263736,0.12637362637362642,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.05970695970695972,0.0469,0.3187,0.0,0.0,-1.349,0.0,0.0,0.0,0.0,0.0,0.3187,0.0,0.0,0.0,0.0797,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP10152,finn.vig49,Support,Disabled,VDR-10152,75.0,22.0,47.0,0.0,37.0,54.0,46.0,33.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2933333333333333,0.0,76.0,30.0,EXACT,100.0,76,64,32,22,2026-04-08 04:53:00,2026-11-08 22:21:00,12,214.73,0.8421,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,64,2.0,1.0,0.2857142857142857,0.1190476190476191,3.0,1.0,2.0,1.0,20.0,6.6667,13.4898,0.007619047619047581,0.0059,0.0432,30.0,7.5,20.0,0.0,0.0,-0.6745,20.0,0.0,13.4898,20.0,0.0,20.0,13.3724,OUTLIER,OUTLIER,NORMAL,OUTLIER,OUTLIER,3
EMP12484,aahana.seth4,Sales,Active,VDR-12484,6.0,3.0,3.0,0.0,1.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,8.0,3.0,EXACT,81.64983164983165,8,8,7,8,2026-03-09 10:34:00,2026-09-08 06:29:52,0,182.83,1.0,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,297,2.0,1.0,0.3333333333333333,0.16666666666666669,3.0,1.0,3.0,1.0,1.0,0.3333,0.6745,0.16666666666666669,0.125,0.6745,1.0,0.25,0.6745,0.0,0.0,-0.6745,-1.349,0.0,0.6745,0.0,0.0,0.6745,0.3372,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
EMP11025,darsh.patla51,Finance,Active,LPT-11025,3.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,10.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,13.0,12.0,EXACT,10.76158940397351,13,13,13,8,2026-03-08 04:43:00,2026-10-08 01:11:00,0,213.85,1.0,SUFFICIENT_HISTORY,HIGH,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-1.349,0.0,0.0,-0.6745,8.0,2.6667,5.3959,-0.6745,0.0,0.0,0.0,5.3959,0.0,1.349,NORMAL,NORMAL,OUTLIER,NORMAL,NORMAL,1
EMP10907,sneha.loke46,Finance,Disabled,VDR-10907.,3.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,5.0,0.0,2.0,0.0,3.0,1.0,0.3333333333333333,0.0,8.0,7.0,EXACT,36.75496688741722,8,7,6,5,2026-08-02 19:07:00,2026-09-02 01:33:54,1,30.27,0.875,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.047619047619047616,0.037,0.2248,0.0,0.0,0.0,3.0,1.0,2.0235,-0.6745,0.0,0.2248,0.0,2.0235,0.0,0.5621,NORMAL,NORMAL,UNUSUAL,NORMAL,NORMAL,0
EMP10254,wriddhish_arora70,Finance,Active,LPT-10254,4.0,0.0,3.0,0.0,4.0,3.0,0.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,EXACT,10.76158940397351,7,6,6,4,2026-03-08 22:59:00,2026-09-04 02:41:04,1,179.15,0.8571,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,302,1.0,1.0,0.2857142857142857,0.14285714285714285,3.0,1.0,2.0,1.0,0.0,0.0,-0.6745,0.0,0.0,-1.349,1.0,0.25,0.6745,1.0,0.3333,0.6745,0.6745,0.0,0.0,0.6745,0.6745,0.6745,0.5059,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,0
