entity_id,failed_login_zscore,auth_failure_rate_zscore,off_hours_zscore,endpoint_alert_zscore,unique_source_ip_zscore,unique_host_zscore,behavior_deviation_score,multi_signal_deviation_count,entity_type,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore
EMP12232,-0.6745,0.0,-1.349,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10178,0.0,0.8431,0.0,0.6745,-2.0235,0.0,0.3794,0,USER,0.0,0.0,0.0,0.0
EMP12030,3.3725,0.4796,3.3725,1.1242,1.349,0.0,2.3046,2,USER,0.0,0.0,0.0,0.0
EMP12926,-1.349,-1.349,-1.349,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10611,0.6745,1.0792,-0.6745,-1.349,0.6745,-1.0,0.4384,0,USER,0.0,0.0,0.0,0.0
EMP10679,0.0,0.3187,-1.349,0.0,0.0,0.0,0.0797,0,USER,0.0,0.0,0.0,0.0
EMP10152,13.4898,0.0432,20.0,-0.6745,20.0,0.0,13.3724,3,USER,0.0,0.0,0.0,0.0
EMP12484,0.6745,0.6745,0.6745,-0.6745,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11025,-0.6745,-1.349,-0.6745,5.3959,-0.6745,0.0,1.349,1,USER,0.0,0.0,0.0,0.0
EMP10907,0.0,0.2248,0.0,2.0235,-0.6745,0.0,0.5621,0,USER,0.0,0.0,0.0,0.0
EMP10254,-0.6745,-1.349,0.6745,0.6745,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12416,-0.6745,-0.8431,0.0,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12332,-0.6745,0.1523,-1.349,0.6745,-0.6745,0.0,0.2067,0,USER,0.0,0.0,0.0,0.0
EMP10346,-0.6745,-0.6745,0.0,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10299,0.6745,0.3854,0.6745,0.0,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12045,-0.6745,0.3435,-2.0235,0.0,-1.349,0.0,0.0859,0,USER,0.0,0.0,0.0,0.0
EMP11295,-0.6745,0.0,-0.6745,0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11357,2.0235,0.3597,5.3959,0.0,2.0235,0.0,2.3607,1,USER,0.0,0.0,0.0,0.0
EMP11422,0.0,-0.1499,0.0,0.2248,0.0,0.0,0.0562,0,USER,0.0,0.0,0.0,0.0
EMP12482,0.0,-0.1686,-0.6745,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10139,-0.6745,-0.6745,-0.6745,-0.6745,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12603,10.7919,-0.0112,20.0,1.349,13.4898,0.0,11.4077,3,USER,0.0,0.0,0.0,0.0
EMP10246,0.6745,1.0792,-0.6745,-0.6745,-0.6745,0.0,0.2698,0,USER,0.0,0.0,0.0,0.0
EMP10900,14.1643,0.1769,19.5602,0.0,20.0,0.0,13.4311,3,USER,0.0,0.0,0.0,0.0
EMP12130,0.0,0.1998,-2.0235,-1.1242,-2.0235,-1.0,0.05,0,USER,0.0,0.0,0.0,0.0
EMP11681,0.0,0.6745,-1.349,2.0235,-0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12334,-1.349,-1.349,-2.0235,-0.6745,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10889,-0.6745,-1.349,-1.349,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11268,0.6745,1.2178,-1.349,-0.6745,-2.0235,0.0,0.3044,0,USER,0.0,0.0,0.0,0.0
EMP11926,0.0,-0.4047,1.349,0.0,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11620,-0.6745,-0.6745,-0.6745,-1.349,0.0,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10700,0.6745,0.6817,-0.6745,0.0,-0.6745,0.0,0.1704,0,USER,0.0,0.0,0.0,0.0
EMP11061,0.0,-0.4047,-0.6745,2.698,-0.6745,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP10485,1.349,0.3747,0.6745,2.4731,0.0,0.0,1.1242,0,USER,0.0,0.0,0.0,0.0
EMP11356,0.0,0.6745,-0.6745,-2.0235,0.0,-1.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12310,-1.349,-1.6862,-2.0235,0.6745,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12181,-0.6745,-1.349,-1.349,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10761,-0.6745,-0.2529,-0.6745,2.0235,-0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10746,16.1878,0.3413,20.0,1.349,20.0,0.0,14.3842,3,USER,0.0,0.0,0.0,0.0
EMP10321,-0.6745,-0.7949,0.6745,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12707,1.349,0.4216,0.0,-0.6745,1.349,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10188,0.0,0.0,-0.6745,-0.6745,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10772,16.8623,0.0649,20.0,-0.6745,20.0,0.0,14.2156,3,USER,0.0,0.0,0.0,0.0
EMP12496,0.0,-0.6745,1.349,-1.349,0.6745,-1.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11451,-0.6745,-0.4216,-0.6745,-2.0235,-1.349,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12354,0.6745,0.0,0.6745,0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10410,-1.349,-1.6862,-1.349,1.349,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11727,2.698,3.1027,2.0235,1.349,0.0,0.0,1.6188,1,USER,0.0,0.0,0.0,0.0
EMP12852,0.6745,0.3794,-0.6745,1.349,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP12216,0.0,-0.3597,-1.349,-0.2248,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11398,0.0,-0.0839,-1.349,-1.349,1.349,-1.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11361,-0.6745,-0.5091,0.6745,0.6745,-2.0235,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11657,0.0,0.6745,0.0,0.0,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10051,2.0235,1.0117,0.0,0.0,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11624,-0.6745,-0.5396,-0.6745,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10063,14.8388,0.2757,19.5602,0.6745,19.5602,0.0,13.6584,3,USER,0.0,0.0,0.0,0.0
EMP12789,-1.349,-1.349,-2.0235,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12553,0.0,-0.4856,0.0,0.6745,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12530,0.0,0.483,0.0,1.349,-0.6745,0.0,0.458,0,USER,0.0,0.0,0.0,0.0
EMP11090,11.4663,-0.184,20.0,0.0,20.0,0.0,12.8666,3,USER,0.0,0.0,0.0,0.0
EMP11465,-0.6745,-1.1991,-2.0235,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11896,0.0,0.2248,-0.6745,-0.6745,-1.349,0.0,0.0562,0,USER,0.0,0.0,0.0,0.0
EMP10052,12.1408,-0.0101,20.0,1.349,20.0,0.0,13.3724,3,USER,0.0,0.0,0.0,0.0
EMP12807,2.0235,1.1804,0.0,-0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12763,1.349,2.1921,0.0,0.0,-0.6745,0.0,0.548,0,USER,0.0,0.0,0.0,0.0
EMP12551,-0.6745,0.0,-0.6745,0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12864,0.6745,0.0,0.0,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10544,0.6745,-0.0131,2.698,0.0,0.0,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP12948,0.0,0.3372,-0.6745,-2.0235,-0.6745,-1.0,0.0843,0,USER,0.0,0.0,0.0,0.0
EMP10450,0.6745,0.5396,0.0,0.0,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12515,-1.349,-1.349,-0.6745,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10044,10.1174,-0.2235,18.8857,1.349,20.0,0.0,12.588,3,USER,0.0,0.0,0.0,0.0
EMP11001,12.1408,-0.3113,20.0,0.0,20.0,0.0,13.0352,3,USER,0.0,0.0,0.0,0.0
EMP11831,-0.6745,-0.6745,-0.6745,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10829,-0.6745,-0.7708,0.6745,0.0,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10598,0.0,-1.1037,2.0235,0.6745,2.698,0.0,1.349,1,USER,0.0,0.0,0.0,0.0
EMP10408,8.7684,-0.5287,20.0,0.0,20.0,0.0,12.1921,3,USER,0.0,0.0,0.0,0.0
EMP12917,-1.349,-1.349,-1.349,0.0,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10256,-1.349,-1.5176,-0.6745,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12028,-0.6745,-0.9636,2.0235,0.0,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12303,0.6745,1.0117,-0.6745,0.0,-0.6745,0.0,0.2529,0,USER,0.0,0.0,0.0,0.0
EMP11837,-0.6745,-0.5396,0.6745,-1.349,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11702,0.6745,0.1998,0.0,-0.6745,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12490,-0.6745,-0.2611,-0.6745,0.0,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11662,-1.349,-1.349,0.0,2.0235,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10144,-0.6745,-0.5091,0.0,1.349,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12090,-1.349,-1.5176,-2.0235,-1.349,-2.0235,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11292,0.0,0.6745,-0.6745,-0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12155,1.349,0.4216,2.0235,1.349,2.0235,0.0,1.6862,0,USER,0.0,0.0,0.0,0.0
EMP10416,0.0,0.2248,-0.6745,0.0,-1.349,0.0,0.0562,0,USER,0.0,0.0,0.0,0.0
EMP10929,0.6745,0.2248,-0.6745,0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12022,0.0,-0.6745,2.0235,-0.6745,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10170,2.0235,0.8993,0.0,-0.6745,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11125,-0.6745,-1.349,-0.6745,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10567,0.6745,0.6745,0.0,-1.349,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11590,-1.349,-1.6862,0.0,-0.6745,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12673,0.0,-0.4047,0.6745,2.698,0.0,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP10134,-1.349,-1.5013,0.6745,0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11717,0.6745,1.2141,-0.6745,0.0,-2.0235,0.0,0.3035,0,USER,0.0,0.0,0.0,0.0
EMP10642,0.0,-0.6745,2.0235,-0.6745,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP11689,0.6745,0.2248,0.0,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12745,2.698,1.4239,0.6745,1.5738,0.0,0.0,1.2366,1,USER,0.0,0.0,0.0,0.0
EMP10554,0.6745,2.1078,-1.349,-0.6745,0.0,0.0,0.527,0,USER,0.0,0.0,0.0,0.0
EMP12174,-0.6745,-0.8431,-0.6745,1.349,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11538,1.349,1.8886,-0.6745,1.349,-0.6745,0.0,0.8094,0,USER,0.0,0.0,0.0,0.0
EMP10999,-0.6745,-1.1991,2.0235,-0.2248,-0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10291,10.7919,0.0114,18.8857,0.6745,20.0,0.0,12.588,3,USER,0.0,0.0,0.0,0.0
EMP11338,-0.6745,-1.349,-2.0235,1.349,-2.0235,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12247,0.0,-0.698,1.349,0.0,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10781,20.0,0.5276,15.5133,0.6745,13.4898,0.0,12.4194,3,USER,0.0,0.0,0.0,0.0
EMP10443,0.6745,0.6475,0.0,0.6745,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12601,0.0,-0.4216,0.0,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12149,1.349,0.9636,0.0,0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10449,-0.6745,-0.6745,-0.6745,0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP11029,-1.349,-1.5013,-0.6745,-0.6745,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11992,2.698,0.6183,2.0235,-1.349,2.698,-1.0,1.8549,2,USER,0.0,0.0,0.0,0.0
EMP12403,0.6745,1.0792,0.6745,0.6745,0.0,0.0,0.607,0,USER,0.0,0.0,0.0,0.0
EMP12750,0.6745,0.2698,0.0,0.0,1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10000,-1.349,-1.5013,1.349,0.6745,-2.0235,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP11048,0.6745,0.0,0.0,2.0235,-0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10270,-0.6745,-0.4216,-0.6745,1.349,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10736,0.0,0.5059,-0.6745,0.6745,-0.6745,0.0,0.2951,0,USER,0.0,0.0,0.0,0.0
EMP10298,16.8623,0.4563,20.0,-0.6745,20.0,0.0,14.2156,3,USER,0.0,0.0,0.0,0.0
EMP10032,-0.6745,-0.8431,-0.6745,-1.349,0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12498,-0.6745,-0.0937,-1.349,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10014,14.1643,0.0,20.0,1.349,18.8857,0.0,13.5997,3,USER,0.0,0.0,0.0,0.0
EMP10093,1.349,1.349,0.0,0.0,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10411,-0.6745,-0.6745,-1.349,0.0,1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11159,2.698,0.9791,2.698,-0.6745,2.698,0.0,2.0235,3,USER,0.0,0.0,0.0,0.0
EMP12362,0.0,1.349,-0.6745,-1.349,-2.0235,-1.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12819,0.6745,0.3794,0.6745,1.349,0.6745,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10149,0.6745,1.5988,-0.6745,-1.1242,-0.6745,-1.0,0.3997,0,USER,0.0,0.0,0.0,0.0
EMP11600,11.4663,-0.2182,20.0,0.0,20.0,0.0,12.8666,3,USER,0.0,0.0,0.0,0.0
EMP11044,-0.6745,-0.9811,0.6745,-1.349,2.698,0.0,0.8431,1,USER,0.0,0.0,0.0,0.0
EMP12153,1.349,1.8059,0.0,0.6745,1.349,0.0,0.9574,0,USER,0.0,0.0,0.0,0.0
EMP10495,-1.349,-1.349,-2.0235,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10332,-0.6745,-0.3372,-0.6745,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12788,0.6745,-0.1686,-0.6745,1.349,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12066,0.0,-0.6745,1.349,0.6745,0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP11874,-1.349,-1.5176,0.6745,0.0,-0.6745,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10756,0.0,2.698,-2.0235,1.349,-1.349,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP10798,0.6745,1.349,-0.6745,-0.6745,-2.0235,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12274,-1.349,-1.6862,0.0,-0.6745,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10203,12.8153,0.3299,16.8623,-0.6745,17.5368,0.0,11.8036,3,USER,0.0,0.0,0.0,0.0
EMP10463,-0.6745,-0.356,-0.6745,2.0235,0.0,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP12851,8.7684,-0.1686,16.1878,4.7214,16.1878,0.0,11.4663,4,USER,0.0,0.0,0.0,0.0
EMP12749,-1.349,-1.5013,2.698,0.6745,0.6745,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP11583,16.1878,0.453,16.8623,0.6745,16.1878,0.0,12.4781,3,USER,0.0,0.0,0.0,0.0
EMP10555,0.0,-0.7588,0.0,0.0,1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10174,-0.6745,-0.8431,0.6745,0.0,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10289,12.1408,0.0736,18.8857,-0.6745,19.5602,0.0,12.6467,3,USER,0.0,0.0,0.0,0.0
EMP10120,-0.6745,-0.8993,2.0235,0.0,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12839,-0.6745,-1.349,-1.349,2.0235,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10847,0.0,-0.5681,0.6745,0.6745,2.0235,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12699,0.0,-0.5621,0.0,2.0235,1.349,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP10432,1.349,1.0117,-1.349,0.0,0.0,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP12969,0.6745,0.5396,0.6745,0.0,-2.0235,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11317,1.349,1.3334,0.0,-0.6745,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11200,0.0,-0.4216,0.6745,-0.6745,0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10393,13.4898,0.2378,18.8857,-0.6745,19.5602,0.0,12.9839,3,USER,0.0,0.0,0.0,0.0
EMP12031,1.349,1.6862,0.6745,-0.6745,-0.6745,0.0,0.5902,0,USER,0.0,0.0,0.0,0.0
EMP11800,0.0,0.5059,-0.6745,-1.349,0.6745,-1.0,0.2951,0,USER,0.0,0.0,0.0,0.0
EMP11721,0.0,0.2698,-1.349,1.349,-2.0235,0.0,0.4047,0,USER,0.0,0.0,0.0,0.0
EMP10192,1.349,0.5621,0.0,-1.349,2.698,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP10266,-0.6745,0.0,-0.6745,0.0,-0.6745,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12692,0.6745,0.2108,0.6745,-0.6745,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10805,-1.349,-1.5013,-2.0235,1.349,-1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP10331,-0.6745,-0.6745,1.349,-0.6745,0.6745,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10528,0.0,0.483,-1.349,2.0235,0.0,0.0,0.6266,0,USER,0.0,0.0,0.0,0.0
EMP11225,0.0,0.3372,0.0,0.6745,0.0,0.0,0.2529,0,USER,0.0,0.0,0.0,0.0
EMP10801,0.0,-0.1499,0.0,0.2248,-1.349,0.0,0.0562,0,USER,0.0,0.0,0.0,0.0
EMP11089,-0.6745,-1.1991,-2.0235,-0.2248,-2.0235,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10764,1.349,0.6745,0.0,1.349,-0.6745,0.0,0.6745,0,USER,0.0,0.0,0.0,0.0
EMP10218,2.698,1.4239,1.349,-0.6745,0.0,0.0,1.0118,1,USER,0.0,0.0,0.0,0.0
EMP10479,0.0,2.698,-1.349,0.0,-2.0235,0.0,0.6745,1,USER,0.0,0.0,0.0,0.0
EMP10790,-0.6745,-1.349,-1.349,0.6745,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10478,-0.6745,-0.5396,-0.6745,0.6745,-1.349,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12645,-0.6745,-0.4216,-0.6745,-0.6745,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10727,16.1878,0.5209,20.0,-0.2248,14.1643,0.0,12.588,3,USER,0.0,0.0,0.0,0.0
EMP10581,1.349,-0.0736,2.0235,-0.6745,2.698,0.0,1.5176,1,USER,0.0,0.0,0.0,0.0
EMP11157,-1.349,-1.5013,0.0,0.0,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12547,0.0,-0.0723,0.0,-1.349,0.0,-1.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11688,0.6745,1.0117,-1.349,0.0,-1.349,0.0,0.2529,0,USER,0.0,0.0,0.0,0.0
EMP12633,-0.6745,-0.3372,-0.6745,-0.6745,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10045,0.0,-0.4047,0.0,0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12849,3.3725,2.3982,0.6745,0.6745,0.0,0.0,1.1804,1,USER,0.0,0.0,0.0,0.0
EMP10240,0.6745,0.0,1.349,-0.6745,-1.349,0.0,0.5059,0,USER,0.0,0.0,0.0,0.0
EMP10251,14.8388,0.4881,20.0,1.349,18.2113,0.0,13.5998,3,USER,0.0,0.0,0.0,0.0
EMP10990,1.349,1.8886,0.0,-1.349,1.349,0.0,0.8094,0,USER,0.0,0.0,0.0,0.0
EMP10457,0.0,-0.1927,-1.349,-0.6745,1.349,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
EMP11272,-0.6745,-0.6745,-1.349,0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10676,0.0,1.8548,0.0,0.6745,0.0,0.0,0.6323,0,USER,0.0,0.0,0.0,0.0
EMP11814,0.6745,1.6862,-1.349,0.0,0.0,0.0,0.4216,0,USER,0.0,0.0,0.0,0.0
EMP11533,-0.6745,-0.4216,-2.0235,-0.6745,0.0,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP12356,-0.6745,1.0117,-2.0235,2.0235,-0.6745,0.0,0.7588,0,USER,0.0,0.0,0.0,0.0
EMP11084,-2.0235,-1.4052,-1.349,0.0,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP11511,0.6745,0.0,0.6745,1.349,0.6745,0.0,0.8431,0,USER,0.0,0.0,0.0,0.0
EMP12404,-0.6745,-1.349,-1.349,0.0,-1.349,0.0,0.0,0,USER,0.0,0.0,0.0,0.0
EMP10257,-1.349,-1.349,0.6745,-0.6745,0.0,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP12272,-1.349,-1.5176,-2.0235,0.6745,-2.0235,0.0,0.1686,0,USER,0.0,0.0,0.0,0.0
EMP10368,0.0,0.0,0.0,1.349,-0.6745,0.0,0.3372,0,USER,0.0,0.0,0.0,0.0
